store_id,uuid,updated_at,review_text,overall_rating,food_rating,rider_rating,sentiment
d8qt,a0fc9a5e-c329-4a59-bb6f-7b3ffad8f8ec,2023-04-27T08:14:33Z,food was good. but late delivery.,3,3,3,neutral
d8qt,a4cf6bfc-fc9c-4b49-8614-7b90df54ffbe,2023-05-19T05:20:11Z,no cutlery. how to eat. useless shop . take a such long time to sent this,1,1,,negative
d8qt,a53675c0-ea40-4c57-8f2b-1afe53bf6d44,2023-05-11T11:01:08Z,excellent. one of my favourite laksas to go to,5,5,,positive
d8qt,a6b8f33d-9d65-4672-a270-e52d3f203c9b,2023-12-02T10:10:25Z,"wrong order, i order asam laksa go big, tapi tak ada fish ball, dapat laksa biasa je. preparing order pun lambat. very dissapointed!",1,1,,negative
d8qt,a80c6981-3ed7-4326-9867-405cdfc51659,2023-12-01T11:12:26Z,kuah rojak lupa letak ke macam mana adoi,1,1,,negative
d8qt,a84e813f-30da-48cf-87e4-ab43d9268dd6,2023-11-24T16:41:26Z,good taste and portion is ok,5,5,,positive
d8qt,a85c3920-163a-4e56-9e18-1d788a44b265,2023-12-25T09:20:47Z,order short of 1 bowl,1,1,5,negative
d8qt,a88870c8-3dcb-4e8a-8c63-201af686658e,2023-12-18T23:43:52Z,the soup has the authentic assam laksa taste.,5,5,,positive
d8qt,a9c544f5-4dee-4435-bb01-95d2f49d95b5,2023-09-30T11:13:01Z,i requested cutlery,1,1,,negative
d8qt,abd5f4cb-033b-46f7-a46a-3b472d24ef5b,2023-09-19T00:43:52Z,"laksa sedap, kuah fish ball pun mantap..harga berpatutan bila guna voucher dan yang penting free delivery..",5,5,5,positive
d8qt,ac7f2d52-46a1-41de-ab54-50fddeb9a1ca,2024-03-01T13:59:56Z,please do not put d bitter part of cucumber as condiment. dont put is betterr lah.. laksa tasted good until the bitter cucumber aiyoooo,4,4,5,positive
d8qt,ad052e5f-fcfe-4222-9c6c-14affbe81b78,2023-10-22T12:03:43Z,"kenape ceroi sgt kuah erk? first time teruk kuah mcm ni, dgn prawn paste xbagi. adoiiii",1,1,,negative
d8qt,ada06085-7823-4212-b2b3-ecd36e627a89,2023-11-29T05:32:49Z,delicious but so spicy for me..but i'm still repeat order..tq seller n food panda,5,5,,positive
d8qt,ae3d587a-1432-477f-8550-ab2f6590a514,2023-12-03T12:31:46Z,not like i used to eat. taste bitter. to much onion(red) and less sardine. not tasty at all.,1,1,,negative
d8qt,ae3f8cd3-aefa-4eb9-bc3d-d6dc2ed25cbb,2024-03-17T11:42:40Z,"kuah laksa cair, hampa makan asam laksa this time😭🥹",1,1,5,negative
d8qt,ae48383c-8768-48f1-92bd-b3f99de97b9d,2023-09-12T06:12:14Z,"i mengidam. sekali baru makan, mee laksanya keras lagi. rase ymacam nk tercekik. 😂🥴",1,1,,negative
d8qt,b0b95152-4348-4bcc-87e3-6cdea25cf155,2023-09-06T06:33:25Z,"packaging bust, all gravy fall over the plastic. i ask cili to put aside but no chili at all.",2,2,3,negative
d8qt,b3322b48-1cd1-4b27-8150-a9f55796b20b,2023-07-31T03:56:12Z,nice food !!,5,5,5,positive
d8qt,b71eab01-f24b-4ba6-b093-caf38cc04c4e,2023-05-17T10:08:09Z,loveee perfectt,5,5,,positive
d8qt,b77719c3-dfd4-47dc-a274-da4220913b78,2023-08-21T03:19:06Z,ok.,5,5,5,positive
d8qt,b8090cd0-09e3-4487-90b1-0c694a21be8f,2023-08-24T10:49:10Z,alwiz sedap,5,5,,positive
d8qt,b90aabd8-4e75-47c7-967d-8c2719912fd8,2023-04-28T09:38:49Z,kuah rojak buah tu kalau pedas kan sikit pin sedap🤤🤤 overall memang sedap dan selalu beli. cuma kiah rojak buah tu kalau pedas kan sikit lagi ok 😬,5,5,5,positive
d8qt,baf15392-53fb-4f9b-b116-62d36c9c8cd1,2023-12-27T06:25:04Z,taste good. very good packing from d'laksa team. will repeat order again. tq,5,5,,positive
d8qt,bafdb701-c5f8-42c4-98bb-49fe05be7373,2023-05-04T17:05:53Z,prawn paste xada.. kuah cair & what happened to ur quality of foods. staff yg read the order pls alert what customer’s request. d’laksa management pls take note,1,1,,negative
d8qt,bb290b6a-3c3b-4c61-9d3f-cdcc42b54445,2024-01-01T13:35:10Z,kita minta otak udang campur tak letak..lepastu dah kata xnak sayur pon letak jugak..selalu order tapi kali ni fail..,2,2,,negative
d8qt,bb54f9e9-fcd4-4a39-8499-e668ea22a1fb,2023-03-30T02:35:43Z,the gravy spilled out of the paper bowl. made to noodles to be eaten plain.,1,1,3,negative
d8qt,bef1e038-a0ed-4df0-a77d-1cb74cd91ff1,2023-05-09T15:26:17Z,ord,1,1,,negative
d8qt,bf731cfe-c0ea-4514-b2b1-0b73df41cbde,2023-07-21T10:46:02Z,ya saya akan bagi tau kawan² yang lain d'laksa ni mmng best,5,5,5,positive
d8qt,c072da5c-4d2b-4440-ba2b-eb7c1dc43814,2024-03-06T10:21:06Z,x ikut yg cus remark dekt note,3,3,,neutral
d8qt,c0a65241-5b35-4417-87ec-6146bf0ca357,2023-05-20T12:19:48Z,"rojak buah,
mintak yg upsize,bekas je dia upsize.
isi dia serupa tak upsize je mat.
cutlery,
mintak pun tak dapat mat😑
tak tau la masalah siapa,
makanan dah sejam,baru sampai.",2,2,2,negative
d8qt,c159168b-712f-436e-8b8e-e7d58309fdfe,2023-11-28T06:27:36Z,"kejap kuah pekat, kejap kuah cair. kejap manis, kejap tawar. memang kena ada variant rasa ke ? minta sudu pun tak dapat.",1,1,,negative
d8qt,c3f1c61f-4cd2-4990-b6a8-b9e5b8dddb47,2023-06-09T12:14:27Z,cutlery tak bagi.. sedih..,2,2,5,negative
d8qt,c43f5e0f-d819-41f6-901c-5604f5ea8462,2024-01-28T05:16:32Z,yammm tammy,5,5,5,positive
d8qt,c4877563-a6e7-4ac8-91fa-589e80e9efd4,2023-06-06T08:23:32Z,shoulsnt br giving any star. noodle still hard. no fish meat at all. soup diluted. worst laksa!!,1,1,,negative
d8qt,c4aa76ed-01d9-4209-8a51-0b79eb759d7d,2023-08-15T09:53:49Z,"taste good , portion quite small though ...",5,5,5,positive
d8qt,c8c80f68-c993-4ec7-9a3f-a7f357754768,2024-01-24T12:38:41Z,sedap as always,5,5,,positive
d8qt,c956ca43-e82d-4ab2-8184-a33c9cece3da,2023-09-09T10:32:50Z,no mango given for rojak.,2,2,,negative
d8qt,ca924819-c921-4099-93ce-d09260558b25,2023-06-06T08:38:12Z,"buat promo, tapi........
kuah cair, kuah tawar, isi ikan pon tak berasa, macam tambah air jela nampak gayanya tu,kalau cmtu better jangan buat promo, kita peminat dlaksa, dh biasa dengan taste dlaksa.",1,1,,negative
d8qt,caf6c835-14ad-4bf4-a41f-878fd64ef1be,2023-08-21T06:43:29Z,rojak ciput 🤣🤣🤣🤣🤣,4,4,5,positive
d8qt,cb5cf3c2-0d5f-4f99-b8ac-e6b813e25e29,2023-05-07T07:32:31Z,kuah tumpah,1,1,,negative
d8qt,cb87e96b-a96d-48fb-a5f5-d11417132c8c,2023-06-18T08:47:48Z,saya mintak chopstick dgn sudu tapi tak bagi nak saya mkn macm mn dan lmbt perhantaran,1,1,1,negative
d8qt,cf024179-2731-418d-a87d-92f46f0257a4,2024-01-22T01:34:11Z,gravy taste very watery compared previously.,3,3,,neutral
d8qt,d0f5f3d1-370e-4c70-9a7e-b8c59f2f2f18,2023-12-29T11:38:56Z,xsedap. rasa dia pelik .,1,1,,negative
d8qt,d0fb37dc-beef-44fe-9e55-b43c0832e1e4,2023-06-08T01:16:58Z,taste no good,3,3,,neutral
d8qt,d1ce3a39-408f-4a0d-99fa-1ecba68d875d,2023-12-26T12:08:42Z,kuah rasa kurang sikit x pekat macam dulu dh,3,3,,neutral
d8qt,d28d2e89-4407-43b0-8612-580133cb7c4b,2023-04-26T09:27:57Z,mi laksa tu memang keras sikit ke? mcm liat sangat la aritu.,3,3,5,neutral
d8qt,d2db3b69-81db-40c1-a802-1724de71afb5,2023-08-02T12:54:15Z,mantap,5,5,5,positive
d8qt,d59f41be-c99f-4e62-8240-2934d42fb574,2023-04-25T08:02:33Z,makin lama makin teruk. banyak benda dah takde and harini dia boleh letak bawang seulas tu dalam cup,1,1,5,negative
d8qt,d5fb1fba-8161-46f7-9563-830904f2496d,2023-06-06T09:06:55Z,worst in serviceing & food. i order on 12pm and received the order on 4.50pm. another disappointment after received the food. kuah cair and sop kosong. 1st & last order kat sini,1,1,,negative
d8qt,d7756bb6-eb92-4cf1-aa29-30603e18a5f2,2023-04-23T17:26:59Z,"order rojak buah, yg dtg buahnye aje.. kuah yillek.. dia suruh makan gitu aje kot..",3,3,5,neutral
d8qt,d9afe3b0-3fce-4f47-bc4e-8d0aebc9d764,2023-09-16T09:14:47Z,very nice food so stratified. 10 start⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,5,5,,positive
d8qt,dc163628-12be-4484-8cb4-64f3cd72158f,2023-09-26T11:03:10Z,it takes about 2 hours for my food to be delivered.,1,1,,negative
d8qt,dd668e5b-8ff4-4032-8c7f-23a66b94b91a,2023-08-21T06:14:16Z,rojak rm12 mahal gila tak padan dgn isi yg ciput .. bekas je besar .. lg 1 laksa pon boleh tak bungkus kuah letak plastik asing2 jgn satukan dgn item lain .. bila kuah tumpah mmg comot !!!,4,4,5,positive
d8qt,debf1a15-c59e-48cc-b066-aa0c13a0ea04,2023-04-01T11:52:12Z,"tasty, lots of fish too",5,5,5,positive
d8qt,dee094ed-174b-4d3b-b1b6-430c2ab9724c,2023-09-16T08:22:58Z,laksa yg sgt sdp,5,5,,positive
d8qt,df244d69-f92b-4abf-9f40-d4e0093bf15e,2023-12-11T13:20:44Z,staff malas nak tgok dalam system kita order apa.. order 4 item dia bagi 3 item then kita kena patah balik bagi tau! please tgok betul2 org order apa!,1,1,,negative
d8qt,e0348e25-5b27-45cd-a50a-8a6ce9c99904,2024-01-15T06:37:22Z,"wow banyak portion, keep it up",5,5,,positive
d8qt,e11b0a4d-3f8a-4e03-a905-1530f550e0b9,2023-05-25T08:39:23Z,"tak sampai hati nak rate 1 star, dari pukul 2 lebih, 4.30 bru dapat makanan. korang pergi tangkap ikan dulu ke nak buat laksa? boleh lingkup bisnes kalau layan cust macam ni.",2,2,5,negative
d8qt,e1afec2a-486d-4d49-bf77-2b82a21e2f6e,2024-01-20T11:58:26Z,the laksa is delicious from the texture & the taste all balanced approved,5,5,,positive
d8qt,e2ab9008-5af3-4140-a9c0-e9138994e71f,2023-04-03T13:56:07Z,"good value for money, and love the taste. the free delivery just sweeten the deal 👍.",5,5,5,positive
d8qt,e2cb4d34-e857-4342-b808-8260e43e2af9,2023-07-15T03:04:02Z,sedap sangat!!,5,5,5,positive
d8qt,e3568804-edec-4910-a386-7d2a4b3ca768,2024-01-13T08:50:19Z,"the fruit rojak is a big disapointment. it has almost 90% of sourish fruits (pineapple, green mango etc.) and not many sengkuang and cucumbers.",4,4,5,positive
d8qt,e495bea8-ee4e-4127-82ca-cd0b048c8c3b,2024-01-01T02:45:07Z,love the food~ the lobster was tasty. everything was delicious.,5,5,,positive
d8qt,e4b6a5a3-86d7-4f99-9b5a-dbc7a5d52bba,2023-06-06T07:11:08Z,good taste and value for money,5,5,5,positive
d8qt,e4fd6f16-edf9-4858-9a3b-dae9ea143e34,2023-07-04T06:51:40Z,nice packaging,5,5,5,positive
d8qt,e54d73dc-c37d-47c4-8ca7-28f3bcf937b3,2024-02-13T04:29:39Z,sudu tak bagi padahal.dah request. nak makan pakai ape?,2,2,5,negative
d8qt,e5fae108-c048-4928-a67c-59d04cdcb286,2023-12-03T09:29:40Z,i really like the taste as i become missing it weekly,5,5,,positive
d8qt,e867028c-d421-460c-99df-588f0f5c483a,2023-05-26T06:02:13Z,nice!,5,5,,positive
d8qt,e888e6eb-3741-43d6-a735-9bf32b4b96a7,2023-09-09T12:43:25Z,tak ikut instruction. dah ckp tak nak timun & bawang!,2,2,,negative
d8qt,eb6fe847-5da2-4d7e-9b48-03d4f9294672,2023-04-09T12:36:31Z,was add on prawn paste separately and paid extra but items received without prawn paste,3,3,5,neutral
d8qt,ebc27430-8944-427e-a09f-93738cb92744,2023-05-25T04:31:03Z,very slow service. had to wait for more than 1 and 30minutes for delivery. the food portion was small. quite disappointed.,4,4,,positive
d8qt,ecacc773-07bb-4711-9a5d-d23ca82ea444,2023-06-30T08:45:29Z,why dont you just put a life piranha in my meals?,1,1,5,negative
d8qt,ed49c317-9123-4fc1-a939-35329b64d097,2023-09-26T12:53:51Z,aku hempuk kau kang mana sudu garfu ingat aku penyu ke. btw sedap,5,5,,positive
d8qt,ed69b18b-f19c-4617-9b00-ea02b08951b5,2023-11-18T09:27:21Z,order missing,2,2,,negative
d8qt,ede30164-6873-49c5-a78f-4f95cbd969dc,2023-05-19T05:02:24Z,"sedap, tapi sedih kalini tak dapat ketulan ikan dan nenas seketul 2 je dia bagi",3,3,,neutral
d8qt,ee81ebb0-958c-49bb-8dbe-81e6a616597b,2023-10-12T05:59:56Z,request sudu tp tak kasi,4,4,,positive
d8qt,f01ad43a-c170-4220-9cb3-1627bad358e4,2023-05-02T00:04:05Z,"kuah sedikit cair, rasa okay lah. prawn paste x dapat.",4,4,5,positive
d8qt,f03b4f4c-2245-4f94-9e39-38a5111e35f4,2023-08-27T04:57:20Z,first time trying laksa terus masuk rasa sedap sangat,5,5,5,positive
d8qt,f07542fb-8f05-46ce-8e90-f7546c0075ab,2023-11-16T09:38:58Z,asam laksa tastes good. worth to buy when there is buy one free one promotion,4,4,,positive
d8qt,f1823561-9464-4664-a615-6fb3f0695fe6,2023-10-01T08:58:06Z,excellent as always,5,5,,positive
d8qt,f1a11f66-c368-4b65-a9dd-8f99d4ce77d0,2023-03-22T12:13:10Z,"bad, miss my lobster ball, charge me and didn't provide to me",1,1,4,negative
d8qt,f376b216-b494-4e6e-aee8-b5b698c6ae69,2024-02-06T04:33:17Z,sedapnyaa,5,5,5,positive
d8qt,f4a1882a-88b1-4fe6-804d-bd64d5d8fe78,2023-05-31T07:17:41Z,the food is good. just i have to wait 1 hour and 45 minutes to receive my food for delivery so just 3 stars,3,3,,neutral
d8qt,f4ab881e-6b7b-4e2e-8b67-c8b5e4dfd415,2024-01-08T03:46:27Z,securely packed and requests fulfilled,5,5,,positive
d8qt,f53e26b9-a03a-40aa-bf7a-bc308f57b26b,2024-02-08T03:12:39Z,pilih 1 jer xde sayur sekali semua x dapat hahaha,4,4,,positive
d8qt,f5b5463c-20d6-40f3-8493-050956e19965,2023-06-03T11:21:40Z,bolehlah,5,5,,positive
d8qt,f5d145a7-6bbe-4974-bcac-9e84408f4b0f,2023-11-14T06:34:02Z,laksa tasteless this time. fruit rojak  small portion as compare to previous not worth the money.,2,2,,negative
d8qt,f8a90d11-6679-4359-89db-24285b9cca92,2023-06-09T09:26:15Z,"the asam laksa was delicious with fresh veges. well packed. delivery took 3.5 hours...but it was during their promo. given that it was such a good deal, expected the wait.",5,5,5,positive
d8qt,f8c2a48b-f84b-4eec-8c45-5d7b8dd0f2df,2023-11-10T02:57:08Z,very good!,5,5,5,positive
d8qt,f935d0c0-df91-4ceb-999c-e2726e4b195e,2023-06-06T13:30:22Z,best laksa in town 👍🥰,5,5,5,positive
d8qt,f9bdabb4-0263-427e-bd68-cb332cab1316,2024-01-06T03:32:35Z,sedapp,5,5,,positive
d8qt,fa78eb74-24fe-420c-8095-c43ea1faf05a,2023-07-14T06:13:24Z,"ordered one more fishball and lemon water and it didnt came, and refund is not possible for this",2,2,4,negative
d8qt,fc48bfde-8f7c-412e-a9d0-c13a71be497e,2023-11-25T13:41:00Z,i did not received my order!!!!!!,1,1,,negative
d8qt,feff3851-ca38-4b9a-bc4e-a926de6e509c,2023-10-28T10:06:43Z,sedap dan berbaloi,5,5,,positive
d8qt,ffdb3206-e00f-4fbe-8402-6765ce4e3480,2023-05-16T02:27:32Z,laksa sedap,5,5,,positive
d9fb,000dd9f4-75ba-4cb1-9de0-6533ae5e20c8,2024-01-24T09:34:48Z,"usually i gave them good reviews but this time i didn't receive my teh o limau, the panda rider didn't complete order for a while so took time for me to submit report as rider went other places.",4,4,1,positive
d9fb,00abef6d-ce0f-4b33-8111-50ea39a44d1b,2023-10-05T09:20:38Z,order air tapi tak dapat,2,2,,negative
d9fb,07ed4c1f-7e50-4cb2-bd4c-cad13f3118d5,2023-09-06T11:14:40Z,a bit manis. overall okay. maybe should specify on the kuah next time. ayam bawang is good. would repeat.,4,4,,positive
d9fb,0b1903c6-e6d5-4d46-ba24-f74954dbe688,2023-09-20T15:49:04Z,bihun goreng was good. requested to not put the taugeh and yeahhhh,5,5,,positive
d9fb,0ee8f1cf-67d9-4637-9cb0-695d5473a647,2023-10-30T08:45:53Z,cambese nasi kandar sedappp. but mee goreng my friend said bese bese jeee huhu,5,5,,positive
d9fb,1237fa73-f391-4e69-b0f0-01acfd837742,2023-11-22T03:04:16Z,terbaik..,5,5,,positive
d9fb,1ad65ae3-ecf0-4b32-ba4c-4216546fba62,2023-10-30T16:57:40Z,nasi terlalu cikit.. overall ok,3,3,,neutral
d9fb,1c4d9f79-a2b9-4ddc-81cc-eb1c8d935319,2023-08-19T10:54:24Z,the taste was good but i mintak nasi lebih brpa kali dh bila order still dye buat xtah je..sedih,5,5,,positive
d9fb,1db8a1f3-fcff-41d7-ba47-c7190e7dfea1,2024-01-14T11:14:58Z,ada item yang tidak sampai,1,1,,negative
d9fb,1e104980-7dbd-45b5-8702-dd6d2785988c,2023-11-30T07:39:48Z,generous portion of the rice and the nasi kandar sauce was spicy.,5,5,,positive
d9fb,20b283ed-356e-4bf9-a896-5cf6fdafe527,2023-09-24T11:11:36Z,sangat sedap.,5,5,,positive
d9fb,21b66c43-ff50-42de-933c-ced108a17bc6,2024-02-19T16:22:36Z,wrong dish,1,1,,negative
d9fb,21cb7e18-2a30-460f-9148-aa63065fdbc6,2023-06-04T02:26:00Z,i could not taste the cheese at all.,3,3,,neutral
d9fb,21e0c095-bd90-4791-90fb-5d4d4ca6092e,2023-09-13T02:11:33Z,great,5,5,,positive
d9fb,24ed3587-3ae9-4270-bdc1-42fd66a389ea,2023-09-07T13:36:16Z,very tasty 😋,5,5,,positive
d9fb,2c567c21-418b-444d-981c-742e816b1d35,2023-08-17T06:30:43Z,"order mee goreng ,tapi dapat meggi goreng..hmmm",2,2,,negative
d9fb,3045983f-8a8b-4e93-86f7-2af7aa6dd392,2023-11-24T09:48:49Z,i did ask to separate pack the sambal of my nasi lemak ayam bawang but seller didn’t do. this make me can’t eat because too spicy. i’m disappointed with this seller.,1,1,,negative
d9fb,308e93b6-9764-47b5-bdd3-75041f598f68,2024-01-17T06:11:59Z,tak follow request & lambat. dah habis lunch break baru sampai.,3,3,5,neutral
d9fb,3a319149-ed2a-473e-b520-502eb37384f9,2023-05-10T05:30:29Z,sedap nak mampuih,5,5,,positive
d9fb,3ae7d1ce-29fa-4d89-b0df-70c224a80551,2023-12-13T17:10:31Z,just 1% cheese charge 6rm one naan,1,1,,negative
d9fb,41485d2c-8f5e-4202-9d08-8a83826585b1,2023-04-27T12:05:37Z,"bungkusan kemas, rasa pun sedap! puas hati.",5,5,5,positive
d9fb,445fbd20-68e7-4dca-8eea-ff6302ede251,2023-08-07T04:54:28Z,sedap oooo,5,5,5,positive
d9fb,48df12af-531c-4647-aa7f-d95f42fe2a0c,2023-05-14T08:35:26Z,best nasi kandar in town,5,5,,positive
d9fb,4a430582-46af-489d-b460-50e97eb101fa,2024-01-20T11:19:52Z,shift siang masak tak sedap. shift malam masak sedap. tingkatkan mutu makanan untuk kepuasan pelanggan.,5,5,,positive
d9fb,4a4ce7b0-20fa-4003-8c7b-0162d656288d,2023-04-08T18:29:35Z,not complete oder,1,1,5,negative
d9fb,4af13e9e-f2b5-4551-b744-d85271abe7fe,2023-06-15T05:39:56Z,sentiasa sedap setiap kali order,5,5,5,positive
d9fb,4c1bea42-e8b3-43a4-8b42-c56be5bdfa31,2023-12-14T04:37:47Z,tak ikut instruction. spoil,1,1,,negative
d9fb,4dc56dd7-bcb5-40fb-bf2f-30c67a8aa00e,2023-12-27T10:40:27Z,fangshenn,5,5,,positive
d9fb,4e2f1f40-4bbb-45d1-a7d3-b4f6b33b2f79,2023-11-13T11:41:55Z,"asked for nasi kandar but no hard boiled egg, bendi m green chili where normally get for nasi kandar",2,2,5,negative
d9fb,5457e480-d23d-4a01-b3b1-629fcb1ca3c1,2023-05-05T14:24:09Z,tandoori chicken too dry. naan cheese pun macam takada cheese,3,3,,neutral
d9fb,569c0297-9d6c-4eea-8104-1f1a62496bed,2023-12-06T07:46:06Z,"tengok lah apa orang noted. taknak pedas, kasi pedas.",1,1,,negative
d9fb,580b35e8-8a3a-4bac-8963-bf9d33e37b47,2023-11-26T02:23:01Z,kali ni ayam gireng bawang agak kering dan tak banyak,3,3,,neutral
d9fb,5b507bf5-f5d7-499e-8b72-4be8b241f6b8,2023-11-11T06:14:06Z,"why not put cutler, already request",2,2,5,negative
d9fb,5d8bd7d1-5b13-41f1-87ba-5fd198cea875,2023-12-22T13:12:04Z,portions are getting smaller,4,4,,positive
d9fb,5dd8951c-8fe9-4234-9bad-ebe9cd6a2b28,2023-06-24T00:06:33Z,big portion 😋,5,5,5,positive
d9fb,6091ef0b-af80-403d-8283-51c8a4abf12e,2024-01-16T02:22:49Z,never have problem and very fast,5,5,,positive
d9fb,60b84264-2bdd-45ba-9109-ae8c76cf2cc0,2023-08-28T03:19:31Z,salty tandoori chicken.,5,5,,positive
d9fb,60fc9807-c0a6-45b5-b83a-3ae0cbfdc8f3,2024-02-18T05:57:51Z,terima kasih,5,5,,positive
d9fb,621f2bf4-a413-4291-8e5e-888062b15598,2023-09-25T10:36:27Z,the best nasi kandar in town!,5,5,,positive
d9fb,71a865f8-4de6-4a7a-a93b-244c5ab4ddf8,2024-01-22T13:51:48Z,the best. tq.,5,5,,positive
d9fb,7278b00e-a8c3-484d-b201-700327036074,2023-12-05T11:55:22Z,too much bawang in ayam goreng bawang.,4,4,,positive
d9fb,73891878-b90a-45fc-a5bf-a69d85c69efb,2023-07-08T15:21:38Z,"ayam lama, bau busuk. terus x selere nk makan.",1,1,5,negative
d9fb,73b1ab02-3f2c-4866-967c-40080776cd90,2023-08-31T04:50:35Z,"based on the pic ada telur masin, tapi tak dapat. req kuah kicap and madu bagi kari. req bendi bagi kubis. aiyo",2,2,,negative
d9fb,7a651a01-d6ca-4bc7-b2d3-73898267cbf5,2024-01-22T07:20:30Z,minta apa pun x dapat. kuah madu tak asing. sayur minta taugeh dia bagi kobis. cili api xde. minta dada dapat tight. apa pun x boleh. kuah dapat cair,2,2,5,negative
d9fb,7e76ca13-f7ee-4a34-9be4-8f6c232eaa0b,2024-02-29T16:19:57Z,only received nasi goreng ayam with 2 small pieces ayam without telor mata.,3,3,5,neutral
d9fb,7e885db8-4c27-4437-a71f-d5947555f648,2023-11-30T07:59:44Z,they followed every instruction! 🤓😁,5,5,,positive
d9fb,81df0c54-2f69-458d-b7fa-e6d242fc4e55,2023-12-23T10:45:50Z,paling feveret nasi goreng ayam n nasi kandar dia..sedap,5,5,,positive
d9fb,84eaff73-51ea-4017-b292-6e30b8e4465f,2024-01-02T12:14:24Z,selalu maggi sedap. tapi harini masin. aym goreng pun masin.. ayam tandoori xde sos hijau tu. so dry. ☹️,3,3,,neutral
d9fb,853fd3de-494a-4663-96ef-2e0890056165,2024-01-01T16:03:56Z,sedap dan puas hati!,5,5,,positive
d9fb,871f7231-df2a-4941-91ca-d7e2826ff023,2023-11-08T15:45:10Z,very good food 🤤,5,5,,positive
d9fb,894e05cd-42a7-458a-8bc6-ef78cb9bc897,2023-07-10T16:13:22Z,good food,5,5,,positive
d9fb,8cdd6033-8a04-4631-92ae-ae9032da7879,2023-04-08T15:21:41Z,no teh o ice orders but not deliver & remark to give kuah kari ikan also no,1,1,5,negative
d9fb,8d44d095-3b84-4232-a520-8cf7b29d7742,2023-06-12T16:22:15Z,good,5,5,,positive
d9fb,8dc9371d-e12c-4bbb-be8f-0b0bd3653ff1,2024-03-06T09:44:49Z,good2,4,4,,positive
d9fb,91220d84-2133-47ce-884c-965a7938b25d,2023-07-09T12:54:26Z,fast delivery..i like the food,5,5,5,positive
d9fb,9359c46a-0f2e-46c6-a454-c67d202dedfa,2023-10-24T02:35:44Z,very delicious. big portion.,5,5,,positive
d9fb,93e8fa0a-74da-499d-ba0f-8fa1646e163d,2023-11-08T13:54:42Z,paling sodappppp,5,5,,positive
d9fb,94340300-fcf6-4367-ab25-c4109c6f30ac,2023-09-17T12:35:39Z,the food was tasty..but the chicken smells so weird.. and looks like old chicken,2,2,,negative
d9fb,960143fd-3fd2-46e8-b0b2-e345411295b8,2023-10-26T21:31:23Z,nasi lemak ayam bawang ftw,5,5,,positive
d9fb,96b44f2c-d45d-4337-b0de-ba95e4b8252b,2023-09-04T02:52:17Z,nasi goreng kampung was good,5,5,5,positive
d9fb,9984fbad-3877-4c78-962f-29cd06bb95ca,2023-11-27T04:56:38Z,portion sayur sikit sgt.,4,4,,positive
d9fb,9c5b6c92-df14-4ff2-8553-3fb1450e4763,2024-02-20T12:58:16Z,"heyyy aneyyyy...sy oder ns lemak aym bawang tp aym bawang betul dapat tp ns lemak nye xdpt...yg dpt ns kandar...aduiii aneyyy😔😔😔...kalau boleh send pic,sy dh send tunjuk bukti 🤨🤨",1,1,,negative
d9fb,9d06337e-e061-47b7-9a4b-461eb82328ff,2023-09-17T14:15:47Z,good taste & value for money.,5,5,,positive
d9fb,9e29a417-8498-4200-a7e7-5a426159c46b,2024-03-03T05:30:22Z,delicious food,5,5,5,positive
d9fb,9fe04e41-9bbd-4456-83e1-a2ebe76f3cd3,2023-08-31T12:39:10Z,"portion seems lesser, esp the rice and veggie dish, teh ais not kaw.",4,4,5,positive
d9fb,a35b5476-ba0e-4b44-8164-c27479af0fb6,2024-03-09T12:08:24Z,kedai tak faham bahasa melayu order ayam goreng bgi ayam kicap dngn gulai ayam,1,1,1,negative
d9fb,a4092e7c-a2a8-4a08-b8e6-caca566359ad,2023-10-13T09:43:12Z,nice job,5,5,,positive
d9fb,a56bd524-0b37-42df-88dc-7757031e1e7b,2023-04-29T06:54:54Z,i did not get my order,1,1,1,negative
d9fb,a5eeac52-9722-443a-a34b-b673cb30167d,2024-02-18T15:06:56Z,kenapa ayam biasa bukan ayam goreng seperti biasa????!!,1,1,,negative
d9fb,a657fc69-de60-4287-9928-d7c5b5a36b66,2023-05-05T12:58:27Z,paratha and tandoori nice,4,4,,positive
d9fb,a79b9c33-5528-4e16-8cec-98adac3c4977,2023-05-10T12:24:55Z,fast prep and delivery. very delicious naan and ayam kandar. big portion and affordable price. will definitely buy again!,5,5,,positive
d9fb,aa1166b2-4e67-4505-b43a-9e830710c8c6,2024-01-28T16:25:10Z,"food was tasteless today,i asked for breast piece n they gave me a small drumstick..drinks have tons of ice.",2,2,,negative
d9fb,aaa75ca4-99f0-4d4b-af50-fd470791f9a7,2023-08-23T12:22:53Z,ok but late,3,3,2,neutral
d9fb,afa59fda-8453-4df9-bd11-15b225985913,2023-09-15T02:11:05Z,good but a bit salty,5,5,5,positive
d9fb,b453e4e9-c3db-459e-a915-5d42cea2c240,2023-12-18T07:59:53Z,order 4 nasi goreng kg but most come with half of the tupperware only,1,1,,negative
d9fb,b47d5caf-8cab-466d-93d9-8232bb63ddde,2023-12-21T09:56:47Z,ayam goreng bawang keras. 🥲,4,4,,positive
d9fb,b517ca16-4b8e-437e-b073-fa2a91fd8963,2024-03-08T11:26:40Z,lambat mgkin sbb tgh pick hour. sokay lah. tapi takde telur masin. dah tulis nak telur masin. and mcm tak sama rasa dgn beli sendiri kt kedai 😢,4,4,,positive
