store_id,name,food_type,avg_rating,google_place_id,google_matched_name,google_formatted_address,google_price_tier,google_lat,google_lng,google_website,google_phone,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json
p4ff,origin cafe pj,european,4.8,ChIJ1cfPKKZOzDERry8OBEDeHEM,Origin Cafe,"Lot 6, Oasis Commercial Centre, Jalan SS 26/9, Taman Mayang Jaya, 47301 Petaling Jaya, Selangor, Malaysia",budget,3.1160262,101.6040723,https://www.google.com/maps/place/?q=place_id:ChIJ1cfPKKZOzDERry8OBEDeHEM,012-292 7687,Closed,11:30 AM 10:00 PM,11:30 AM 10:00 PM,11:30 AM 10:00 PM,11:30 AM 10:00 PM,11:30 AM 10:00 PM,11:30 AM 10:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""11:30 AM 10:00 PM"", ""Wednesday"": ""11:30 AM 10:00 PM"", ""Thursday"": ""11:30 AM 10:00 PM"", ""Friday"": ""11:30 AM 10:00 PM"", ""Saturday"": ""11:30 AM 10:00 PM"", ""Sunday"": ""11:30 AM 10:00 PM""}"
lri7,restoran nasi kandar a1 bistro,asian,4.2,ChIJF2YsNQBNzDERM94aO6teqa8,Restoran Nasi kandar A1 bistro,"J-1-5, Pacific Place Commercial Centre, Jalan PJU 1a/4a, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",,3.1116781,101.5856811,https://www.google.com/maps/place/?q=place_id:ChIJF2YsNQBNzDERM94aO6teqa8,03-6420 6184,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
k0az,black canyon (one utama),tom yum,4.4,ChIJG21DmOVPzDERmqguFVr8ino,Black Canyon @ 1 Utama,"LG323 & LG323A, Lower Ground Floor, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",,3.1513141,101.614701,https://blackcanyon.com.my/,018-225 5049,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
s1aj,johnny's restaurant (1 utama),fried rice,4.7,ChIJT_lbN9VOzDERvJEjFxSAZ7A,Johnny's Restaurant 1 Utama Shopping Centre,"G215 & 216, Ground Floor, 1 Utama Shopping Centre, Lebuh Bandar Utama, Bandar Utama, 47800 Petaling Jaya, Selangor, Malaysia",mid,3.147911,101.6159551,http://www.johnnysrestaurants.com/,012-564 6031,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
k4ua,"ali, muthu & ah hock kopitiam (oasis square)",malaysian,4.5,ChIJ____v5pOzDERMOc6BMbt34U,"Ali, Muthu & Ah Hock @Oasis Damansara","Lot B-G-01, Oasis Square, 2, Jalan PJU 1A/7, Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.113628,101.5751023,https://www.facebook.com/alimuthuandahhock/,012-214 6831,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,"{""Monday"": ""8:00 AM 8:00 PM"", ""Tuesday"": ""8:00 AM 8:00 PM"", ""Wednesday"": ""8:00 AM 8:00 PM"", ""Thursday"": ""8:00 AM 8:00 PM"", ""Friday"": ""8:00 AM 8:00 PM"", ""Saturday"": ""8:00 AM 8:00 PM"", ""Sunday"": ""8:00 AM 8:00 PM""}"
tnao,ramly burger original,burgers,4.7,ChIJRaukUABJzDERWDnMK0GRBJo,Best Ramly Burger Stall,"6b, Jalan 17/1a, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",,3.1193675,101.6319361,https://www.google.com/maps/place/?q=place_id:ChIJRaukUABJzDERWDnMK0GRBJo,011-3339 5958,6:00 PM 12:00 AM,Closed,6:00 PM 12:00 AM,6:00 PM 12:00 AM,6:00 PM 12:00 AM,Closed,6:00 PM 12:00 AM,"{""Monday"": ""6:00 PM 12:00 AM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""6:00 PM 12:00 AM"", ""Thursday"": ""6:00 PM 12:00 AM"", ""Friday"": ""6:00 PM 12:00 AM"", ""Saturday"": ""Closed"", ""Sunday"": ""6:00 PM 12:00 AM""}"
c8on,nasi kerabu sani,chicken,4.7,ChIJzSqeFY85zDERS69IlvNj5fg,Nasi Kerabu Sani (Damansara),"Behind Lotus s, Jln PJU 7/3, Mutiara Damansara, Kota Damansara, 47820 Petaling Jaya, Selangor, Malaysia",,3.1600655,101.6124192,http://www.nasikerabusani.com/,016-296 0419,9:30 AM 2:00 PM,9:30 AM 2:00 PM,9:30 AM 2:00 PM,9:30 AM 2:00 PM,9:30 AM 1:00 PM,9:30 AM 2:00 PM,9:00 AM 2:00 PM,"{""Monday"": ""9:30 AM 2:00 PM"", ""Tuesday"": ""9:30 AM 2:00 PM"", ""Wednesday"": ""9:30 AM 2:00 PM"", ""Thursday"": ""9:30 AM 2:00 PM"", ""Friday"": ""9:30 AM 1:00 PM"", ""Saturday"": ""9:30 AM 2:00 PM"", ""Sunday"": ""9:00 AM 2:00 PM""}"
cns1,lck wantan mee ok family restaurant,noodles,4.6,ChIJkXXbwjBPzDERXjTJc2ufAG0,YYC Kopitiam,"2-1jalan PJU 8 /5E, 2, 1, Jalan PJU 8/5g, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",,3.166198,101.6063768,https://www.google.com/maps/place/?q=place_id:ChIJkXXbwjBPzDERXjTJc2ufAG0,,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,7:00 AM 10:00 PM,"{""Monday"": ""7:00 AM 10:00 PM"", ""Tuesday"": ""7:00 AM 10:00 PM"", ""Wednesday"": ""7:00 AM 10:00 PM"", ""Thursday"": ""7:00 AM 10:00 PM"", ""Friday"": ""7:00 AM 10:00 PM"", ""Saturday"": ""7:00 AM 10:00 PM"", ""Sunday"": ""7:00 AM 10:00 PM""}"
lecd,kuala burger - damansara perdana,malaysian,4.5,ChIJv5HWlR5PzDERQAihTN-K0Sk,Gila Burger,"5-1, Jalan PJU 8/5i, Bandar Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",,3.1664878,101.6070376,http://www.gilaburger.com/,03-7732 5530,Closed,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""11:00 AM 11:00 PM"", ""Wednesday"": ""11:00 AM 11:00 PM"", ""Thursday"": ""11:00 AM 11:00 PM"", ""Friday"": ""11:00 AM 11:00 PM"", ""Saturday"": ""11:00 AM 11:00 PM"", ""Sunday"": ""11:00 AM 11:00 PM""}"
i4sl,kedai nasi ayam tempayan ustaz,chicken,4.7,ChIJnQr90rJPzDERaNg4_Z7Kxg8,Kedai Nasi Ayam Tempayan Ustaz,"Jalan Nuri 7, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1696286,101.5753999,https://www.facebook.com/Nasi-Ayam-Tempayan-Ustaz-Kota-Damansara-102247428301822/,011-1664 5533,11:00 AM 7:00 PM,11:00 AM 7:00 PM,11:00 AM 7:00 PM,11:00 AM 7:00 PM,11:00 AM 7:00 PM,11:00 AM 7:00 PM,11:00 AM 7:00 PM,"{""Monday"": ""11:00 AM 7:00 PM"", ""Tuesday"": ""11:00 AM 7:00 PM"", ""Wednesday"": ""11:00 AM 7:00 PM"", ""Thursday"": ""11:00 AM 7:00 PM"", ""Friday"": ""11:00 AM 7:00 PM"", ""Saturday"": ""11:00 AM 7:00 PM"", ""Sunday"": ""11:00 AM 7:00 PM""}"
n6t2,nasi lemak tanglin (uptown damansara),nasi lemak,4.6,ChIJdXxrO-ZJzDERLzQdJQjXtgY,Restoran Tanglin @ Uptown,"Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",,3.1369328,101.6218224,https://www.google.com/maps/place/?q=place_id:ChIJdXxrO-ZJzDERLzQdJQjXtgY,017-608 0071,7:30 AM 3:00 PM,7:30 AM 3:00 PM,7:30 AM 3:00 PM,7:30 AM 3:00 PM,7:30 AM 3:00 PM,7:30 AM 1:00 PM,7:30 AM 1:00 PM,"{""Monday"": ""7:30 AM 3:00 PM"", ""Tuesday"": ""7:30 AM 3:00 PM"", ""Wednesday"": ""7:30 AM 3:00 PM"", ""Thursday"": ""7:30 AM 3:00 PM"", ""Friday"": ""7:30 AM 3:00 PM"", ""Saturday"": ""7:30 AM 1:00 PM"", ""Sunday"": ""7:30 AM 1:00 PM""}"
p1be,jebat burger,burgers,4.7,ChIJu3EP2gtPzDERC6yKt0L3eZk,Jebat Burger,"Unnamed Road, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1696376,101.5753355,https://www.google.com/maps/place/?q=place_id:ChIJu3EP2gtPzDERC6yKt0L3eZk,013-263 1478,10:45 AM 11:30 PM,10:45 AM 11:30 PM,10:45 AM 11:30 PM,10:45 AM 11:30 PM,10:45 AM 11:30 PM,10:45 AM 11:30 PM,10:45 AM 11:30 PM,"{""Monday"": ""10:45 AM 11:30 PM"", ""Tuesday"": ""10:45 AM 11:30 PM"", ""Wednesday"": ""10:45 AM 11:30 PM"", ""Thursday"": ""10:45 AM 11:30 PM"", ""Friday"": ""10:45 AM 11:30 PM"", ""Saturday"": ""10:45 AM 11:30 PM"", ""Sunday"": ""10:45 AM 11:30 PM""}"
rcfp,nasi kerabu mijie (kota damansara),nasi kerabu,4.8,ChIJGQKS6rRFzDERy-XO-X8KIRY,Watie Nasi Kerabu Damansara Damai,"Jln PJU 10/1, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",,3.1950026,101.5911009,https://www.facebook.com/Watie-Nasi-Kerabu-505687866254245/,018-259 2202,9:00 AM 11:00 PM,9:00 AM 11:00 PM,9:00 AM 11:00 PM,9:00 AM 11:00 PM,Closed,9:00 AM 11:00 PM,9:00 AM 11:00 PM,"{""Monday"": ""9:00 AM 11:00 PM"", ""Tuesday"": ""9:00 AM 11:00 PM"", ""Wednesday"": ""9:00 AM 11:00 PM"", ""Thursday"": ""9:00 AM 11:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""9:00 AM 11:00 PM"", ""Sunday"": ""9:00 AM 11:00 PM""}"
fetp,nasi lemak kak zah,nasi lemak,4.8,ChIJHVHFPi1JzDERvYBiwmIfjpU,ANJUNG SELERA KAK ZAH,"2816, Jalan Damansara, Kampung Sungai Penchala, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",mid,3.1590044,101.6166687,https://www.google.com/maps/place/?q=place_id:ChIJHVHFPi1JzDERvYBiwmIfjpU,017-273 8522,Closed,7:00 11:30 AM,7:00 11:30 AM,7:00 11:30 AM,7:00 11:30 AM,7:00 11:30 AM,7:00 11:30 AM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 11:30 AM"", ""Wednesday"": ""7:00 11:30 AM"", ""Thursday"": ""7:00 11:30 AM"", ""Friday"": ""7:00 11:30 AM"", ""Saturday"": ""7:00 11:30 AM"", ""Sunday"": ""7:00 11:30 AM""}"
x6mc,mui yin segambut yong tau foo,chinese,4.6,ChIJWwcXzjVPzDEReBXay1G4YQg,Mui Yin Segambut Yong Tau Foo,"31, Jalan TSB 10A, Taman Industri Sungai Buloh, 47810 Petaling Jaya, Selangor, Malaysia",,3.1673541,101.570036,https://www.google.com/maps/place/?q=place_id:ChIJWwcXzjVPzDEReBXay1G4YQg,016-214 0839,9:00 AM 7:00 PM,9:00 AM 7:00 PM,9:00 AM 7:00 PM,9:00 AM 7:00 PM,9:00 AM 7:00 PM,9:00 AM 7:00 PM,Closed,"{""Monday"": ""9:00 AM 7:00 PM"", ""Tuesday"": ""9:00 AM 7:00 PM"", ""Wednesday"": ""9:00 AM 7:00 PM"", ""Thursday"": ""9:00 AM 7:00 PM"", ""Friday"": ""9:00 AM 7:00 PM"", ""Saturday"": ""9:00 AM 7:00 PM"", ""Sunday"": ""Closed""}"
dv6z,rustic borneo kitchen,asian,4.4,ChIJ6RU55YlNzDERbCkZgO9qtlw,Rustic Borneo House,"1, ss6 kelana sentral apartment, Jalan Bahagia, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1064367,101.5984816,https://www.instagram.com/rusticborneokitchen?igsh=Mzd6b3FzMjJpMGNv,016-888 3368,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,"{""Monday"": ""7:00 AM 3:00 PM"", ""Tuesday"": ""7:00 AM 3:00 PM"", ""Wednesday"": ""7:00 AM 3:00 PM"", ""Thursday"": ""7:00 AM 3:00 PM"", ""Friday"": ""7:00 AM 3:00 PM"", ""Saturday"": ""7:00 AM 3:00 PM"", ""Sunday"": ""7:00 AM 3:00 PM""}"
q9lv,the chicken rice shop (paradigm mall),chicken,4.8,ChIJoaHSOulPzDERymoAaRhZA-A,The Chicken Rice Shop Paradigm Mall,"Lot. No. LG -38B(P), Lower Ground Floor Paradigm Mall No1, Jalan SS7A/26A, Ss 7, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1057353,101.5959694,https://www.thechickenriceshop.com/#,03-7629 1337,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
fmh1,restoran rabiha,malaysian,4.6,ChIJAVWO_BhPzDERE4czKmyrDeA,Restoran Rabiha,"17, Jalan Nuri 7a, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1727581,101.5762114,https://www.google.com/maps/place/?q=place_id:ChIJAVWO_BhPzDERE4czKmyrDeA,019-300 4349,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,7:00 AM 12:00 AM,"{""Monday"": ""7:00 AM 12:00 AM"", ""Tuesday"": ""7:00 AM 12:00 AM"", ""Wednesday"": ""7:00 AM 12:00 AM"", ""Thursday"": ""7:00 AM 12:00 AM"", ""Friday"": ""7:00 AM 12:00 AM"", ""Saturday"": ""7:00 AM 12:00 AM"", ""Sunday"": ""7:00 AM 12:00 AM""}"
pyby,azlin's kitchen-kelana jaya,chicken,4.7,ChIJWXI0HdJNzDERyFobHyBdkLU,Azlin's Kitchen-Nasi Dagang & Nasi Kerabu Azlin,"24, Jalan SS 6/8, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1059795,101.5984925,https://www.google.com/maps/place/?q=place_id:ChIJWXI0HdJNzDERyFobHyBdkLU,,Closed,7:30 AM 11:30 PM,7:30 AM 11:30 PM,7:30 AM 11:30 PM,7:30 AM 11:30 PM,7:30 AM 11:30 PM,7:30 AM 11:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:30 AM 11:30 PM"", ""Wednesday"": ""7:30 AM 11:30 PM"", ""Thursday"": ""7:30 AM 11:30 PM"", ""Friday"": ""7:30 AM 11:30 PM"", ""Saturday"": ""7:30 AM 11:30 PM"", ""Sunday"": ""7:30 AM 11:30 PM""}"
r1eo,shisha garden pj,malaysian,4.2,ChIJ4WCT7BlJzDER4v8xx6pOq7s,"RIN - Shisha Lounge, Restaurant & Bar [SS2 PJ]","187-1A, Jalan SS 2/24, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",,3.1168845,101.6228682,https://www.instagram.com/rinshishaa,011-3651 6908,1:00 PM 2:00 AM,1:00 PM 2:00 AM,1:00 PM 2:00 AM,1:00 PM 2:00 AM,1:00 PM 2:00 AM,1:00 PM 2:00 AM,1:00 PM 2:00 AM,"{""Monday"": ""1:00 PM 2:00 AM"", ""Tuesday"": ""1:00 PM 2:00 AM"", ""Wednesday"": ""1:00 PM 2:00 AM"", ""Thursday"": ""1:00 PM 2:00 AM"", ""Friday"": ""1:00 PM 2:00 AM"", ""Saturday"": ""1:00 PM 2:00 AM"", ""Sunday"": ""1:00 PM 2:00 AM""}"
skej,rojak dan cendol din (ttdi),desserts,4.4,ChIJUSlJKQBJzDERE9lJMAn82m8,Rojak & Cendol Din,"Pinggir Zaaba, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.1416707,101.6258251,https://www.google.com/maps/place/?q=place_id:ChIJUSlJKQBJzDERE9lJMAn82m8,,10:00 AM 6:30 PM,10:00 AM 6:30 PM,10:00 AM 6:30 PM,10:00 AM 6:30 PM,10:00 AM 6:30 PM,10:00 AM 6:30 PM,10:00 AM 6:30 PM,"{""Monday"": ""10:00 AM 6:30 PM"", ""Tuesday"": ""10:00 AM 6:30 PM"", ""Wednesday"": ""10:00 AM 6:30 PM"", ""Thursday"": ""10:00 AM 6:30 PM"", ""Friday"": ""10:00 AM 6:30 PM"", ""Saturday"": ""10:00 AM 6:30 PM"", ""Sunday"": ""10:00 AM 6:30 PM""}"
zmvp,robert’s penang fried kueh teow damansara kim,kuey teow,4.5,ChIJpTbWbOdJzDERkxKiGUNopaQ,Robert's Char Kuey Teow,"1, Jalan SS 20/11, Damansara Kim, 47400 Petaling Jaya, Selangor, Malaysia",,3.1345677,101.6257634,https://www.google.com/maps/place/?q=place_id:ChIJpTbWbOdJzDERkxKiGUNopaQ,016-309 6797,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,Closed,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,"{""Monday"": ""9:00 AM 3:00 PM"", ""Tuesday"": ""9:00 AM 3:00 PM"", ""Wednesday"": ""9:00 AM 3:00 PM"", ""Thursday"": ""Closed"", ""Friday"": ""9:00 AM 3:00 PM"", ""Saturday"": ""9:00 AM 3:00 PM"", ""Sunday"": ""9:00 AM 3:00 PM""}"
r8bu,restoran anika selera,malaysian,4.6,ChIJrb1todVNzDERTldo3BCHZks,Restoran Anika Selera,"H-G-07, Dataran Glomac, Jalan SS 6/16a, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1038492,101.5995334,https://www.google.com/maps/place/?q=place_id:ChIJrb1todVNzDERTldo3BCHZks,,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,7:30 AM 11:00 PM,Closed,7:30 AM 11:00 PM,"{""Monday"": ""7:30 AM 11:00 PM"", ""Tuesday"": ""7:30 AM 11:00 PM"", ""Wednesday"": ""7:30 AM 11:00 PM"", ""Thursday"": ""7:30 AM 11:00 PM"", ""Friday"": ""7:30 AM 11:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""7:30 AM 11:00 PM""}"
g9gj,der fried chicken,fried chicken,4.8,ChIJEb9N51VJzDERiO6YGqDM_UE,Lim Fried Chicken SS2,"46, Jalan SS 2/24, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",mid,3.114141,101.6212083,https://www.facebook.com/LimFriedChicken/,03-7863 0266,10:30 AM 9:00 PM,10:30 AM 9:00 PM,10:30 AM 9:00 PM,10:30 AM 9:00 PM,10:30 AM 9:00 PM,10:30 AM 9:00 PM,10:30 AM 9:00 PM,"{""Monday"": ""10:30 AM 9:00 PM"", ""Tuesday"": ""10:30 AM 9:00 PM"", ""Wednesday"": ""10:30 AM 9:00 PM"", ""Thursday"": ""10:30 AM 9:00 PM"", ""Friday"": ""10:30 AM 9:00 PM"", ""Saturday"": ""10:30 AM 9:00 PM"", ""Sunday"": ""10:30 AM 9:00 PM""}"
seek,ms. shawarma,middle eastern,4.5,ChIJbVqQSwBLzDEREDV12ns7-Hc,Chicken shawarma,"Jalan 12, PJ Seksyen 2C - 2D, 58200 Petaling Jaya, Selangor, Malaysia",,3.0817853,101.6397758,https://www.google.com/maps/place/?q=place_id:ChIJbVqQSwBLzDEREDV12ns7-Hc,018-224 6270,8:30 AM 12:30 AM,8:30 AM 12:30 AM,8:30 AM 12:30 AM,8:30 AM 12:30 AM,8:30 AM 12:30 AM,8:30 AM 12:30 AM,8:30 AM 12:30 AM,"{""Monday"": ""8:30 AM 12:30 AM"", ""Tuesday"": ""8:30 AM 12:30 AM"", ""Wednesday"": ""8:30 AM 12:30 AM"", ""Thursday"": ""8:30 AM 12:30 AM"", ""Friday"": ""8:30 AM 12:30 AM"", ""Saturday"": ""8:30 AM 12:30 AM"", ""Sunday"": ""8:30 AM 12:30 AM""}"
vek1,memorist kitchen,porridge,4.6,ChIJ02e9F89JzDERyy3H5gHJ_bE,My Gracious Kitchen,"No.45, Jalan SS2/64, SS2 Petaling Jaya, SS 2, 47300 Selangor, Malaysia",,3.1193151,101.6209413,https://www.google.com/maps/place/?q=place_id:ChIJ02e9F89JzDERyy3H5gHJ_bE,018-284 5778,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,11:00 AM 10:00 PM,Closed,"{""Monday"": ""11:00 AM 10:00 PM"", ""Tuesday"": ""11:00 AM 10:00 PM"", ""Wednesday"": ""11:00 AM 10:00 PM"", ""Thursday"": ""11:00 AM 10:00 PM"", ""Friday"": ""11:00 AM 10:00 PM"", ""Saturday"": ""11:00 AM 10:00 PM"", ""Sunday"": ""Closed""}"
c5qc,murni (ss2),fried rice,4.6,ChIJZWOhd1FJzDER6_Zv4ILg6TI,Murni Discovery SS2,"53, Jalan SS2/75, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",mid,3.1201929,101.622244,https://www.murnidiscovery.com/,012-529 9601,5:00 PM 4:00 AM,5:00 PM 4:00 AM,5:00 PM 4:00 AM,5:00 PM 4:00 AM,5:00 PM 4:00 AM,5:00 PM 4:00 AM,5:00 PM 4:00 AM,"{""Monday"": ""5:00 PM 4:00 AM"", ""Tuesday"": ""5:00 PM 4:00 AM"", ""Wednesday"": ""5:00 PM 4:00 AM"", ""Thursday"": ""5:00 PM 4:00 AM"", ""Friday"": ""5:00 PM 4:00 AM"", ""Saturday"": ""5:00 PM 4:00 AM"", ""Sunday"": ""5:00 PM 4:00 AM""}"
e4k0,hk wanton noodles (ss2 wai sek kai),noodles,4.2,ChIJgUKQsH1JzDERldSaFNeg-PE,Wan Tan Mee Stall No2 SS2 Wai Sek Kai,"61, Jalan SS 2/61, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",,3.1180379,101.6212134,https://www.google.com/maps/place/?q=place_id:ChIJgUKQsH1JzDERldSaFNeg-PE,014-333 7049,12:00 6:30 PM,Closed,12:00 6:00 PM,12:00 8:30 PM,12:00 8:30 PM,12:00 8:30 PM,12:00 8:30 PM,"{""Monday"": ""12:00 6:30 PM"", ""Tuesday"": ""Closed"", ""Wednesday"": ""12:00 6:00 PM"", ""Thursday"": ""12:00 8:30 PM"", ""Friday"": ""12:00 8:30 PM"", ""Saturday"": ""12:00 8:30 PM"", ""Sunday"": ""12:00 8:30 PM""}"
zy0p,pop meals (ttdi),malaysian,4.7,ChIJ52zPrgFJzDER00yA2frTW4Q,Pop Meals @ TTDI,"25, Jalan Tun Mohd Fuad 3, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.1415431,101.6279424,https://popmeals.com.my/,,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,10:00 AM 10:00 PM,"{""Monday"": ""10:00 AM 10:00 PM"", ""Tuesday"": ""10:00 AM 10:00 PM"", ""Wednesday"": ""10:00 AM 10:00 PM"", ""Thursday"": ""10:00 AM 10:00 PM"", ""Friday"": ""10:00 AM 10:00 PM"", ""Saturday"": ""10:00 AM 10:00 PM"", ""Sunday"": ""10:00 AM 10:00 PM""}"
x7r2,selera astana damansara,asian,4.5,ChIJA79-YctIzDERiyZouQZB_yI,Selera Astana Damansara,"Jalan Bukit Lanjan 6, Kampung Bukit Lanjan, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.1674112,101.6175747,https://www.facebook.com/seleraastana,019-860 3966,10:00 AM 7:00 PM,10:00 AM 7:00 PM,10:00 AM 7:00 PM,10:00 AM 7:00 PM,Closed,10:00 AM 7:00 PM,10:00 AM 7:00 PM,"{""Monday"": ""10:00 AM 7:00 PM"", ""Tuesday"": ""10:00 AM 7:00 PM"", ""Wednesday"": ""10:00 AM 7:00 PM"", ""Thursday"": ""10:00 AM 7:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""10:00 AM 7:00 PM"", ""Sunday"": ""10:00 AM 7:00 PM""}"
gtjd,ipoh canning garden chee cheong fun,malaysian,4.6,ChIJmwvhbPVJzDERTRkXx5UfNM8,SS2 Ipoh Canning Garden (Hong Kee) Chee Cheong Fun | Stall No. 23 @ SS2 Hawkers Centre,"SS2 Hawkers Centre Stall, 23, Jalan SS 2/62, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",,3.1184878,101.6213827,https://linktr.ee/welovefoods,012-617 7126,Closed,6:00 AM 12:00 PM,6:00 AM 12:00 PM,6:00 AM 12:00 PM,6:00 AM 12:00 PM,6:00 AM 12:00 PM,6:00 AM 12:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""6:00 AM 12:00 PM"", ""Wednesday"": ""6:00 AM 12:00 PM"", ""Thursday"": ""6:00 AM 12:00 PM"", ""Friday"": ""6:00 AM 12:00 PM"", ""Saturday"": ""6:00 AM 12:00 PM"", ""Sunday"": ""6:00 AM 12:00 PM""}"
