menu_id,store_id,restaurant_name,item_name,category,price_rm,source,is_available,updated_at
m411-m02,m411,Warung Wok Damansara,Seasonal Fruit,Dessert,7.49,synthetic,True,2026-04-23T01:40:03+00:00
m411-m03,m411,Warung Wok Damansara,Mixed Salad,Side,10.4,synthetic,True,2026-04-23T01:40:03+00:00
m411-m04,m411,Warung Wok Damansara,Chicken Chop,Main,15.89,synthetic,True,2026-04-23T01:40:03+00:00
m411-m05,m411,Warung Wok Damansara,Signature Rice Bowl,Main,13.39,synthetic,True,2026-04-23T01:40:03+00:00
m411-m06,m411,Warung Wok Damansara,Hot Coffee,Drink,5.07,synthetic,True,2026-04-23T01:40:03+00:00
m411-m07,m411,Warung Wok Damansara,Chocolate Cake,Dessert,9.72,synthetic,True,2026-04-23T01:40:03+00:00
m411-m08,m411,Warung Wok Damansara,Iced Lemon Tea,Drink,5.07,synthetic,True,2026-04-23T01:40:03+00:00
m411-m09,m411,Warung Wok Damansara,Noodles,Main,13.15,synthetic,True,2026-04-23T01:40:03+00:00
m411-m10,m411,Warung Wok Damansara,Fried Rice,Main,11.93,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m01,o2lk,Restoran Hidangan Ara Meranti,Nasi Goreng Kampung,Main,10.77,review_mention,True,2026-04-23T01:40:03+00:00
o2lk-m02,o2lk,Restoran Hidangan Ara Meranti,Roti Canai Set,Main,8.1,review_mention,True,2026-04-23T01:40:03+00:00
o2lk-m03,o2lk,Restoran Hidangan Ara Meranti,Tom Yum Seafood,Main,19.1,review_mention,True,2026-04-23T01:40:03+00:00
o2lk-m04,o2lk,Restoran Hidangan Ara Meranti,Mee Goreng Mamak,Main,10.58,review_mention,True,2026-04-23T01:40:03+00:00
o2lk-m05,o2lk,Restoran Hidangan Ara Meranti,Char Kuey Teow,Main,11.77,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m06,o2lk,Restoran Hidangan Ara Meranti,Nasi Lemak Ayam,Main,11.71,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m07,o2lk,Restoran Hidangan Ara Meranti,Sirap Limau,Drink,4.52,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m08,o2lk,Restoran Hidangan Ara Meranti,Kuih Platter,Dessert,6.6,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m09,o2lk,Restoran Hidangan Ara Meranti,Cendol,Dessert,6.1,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m10,o2lk,Restoran Hidangan Ara Meranti,Teh Tarik,Drink,3.69,synthetic,True,2026-04-23T01:40:03+00:00
o2lk-m11,o2lk,Restoran Hidangan Ara Meranti,Laksa,Main,12.01,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m01,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Laksa,Main,12.16,review_mention,True,2026-04-23T01:40:03+00:00
d8qt-m02,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Noodles,Main,12.26,review_mention,True,2026-04-23T01:40:03+00:00
d8qt-m03,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Roti Canai Set,Main,7.65,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m04,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Cendol,Dessert,6.29,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m05,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Teh Tarik,Drink,3.44,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m06,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Nasi Lemak Ayam,Main,10.08,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m07,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Sirap Limau,Drink,3.8,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m08,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Kuih Platter,Dessert,6.58,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m09,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Nasi Goreng Kampung,Main,10.49,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m10,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Mee Goreng Mamak,Main,9.78,synthetic,True,2026-04-23T01:40:03+00:00
d8qt-m11,d8qt,D'Laksa ON Bandar Utama | 1 Utama,Char Kuey Teow,Main,12.55,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m01,g2ca,Ara Indah Thai Food,Nasi Goreng Kampung,Main,9.33,review_mention,True,2026-04-23T01:40:03+00:00
g2ca-m02,g2ca,Ara Indah Thai Food,Tom Yum Seafood,Main,16.61,review_mention,True,2026-04-23T01:40:03+00:00
g2ca-m03,g2ca,Ara Indah Thai Food,Mee Goreng Mamak,Main,8.75,review_mention,True,2026-04-23T01:40:03+00:00
g2ca-m04,g2ca,Ara Indah Thai Food,Teh Tarik,Drink,2.91,review_mention,True,2026-04-23T01:40:03+00:00
g2ca-m05,g2ca,Ara Indah Thai Food,Thai Fish Cake,Side,10.26,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m06,g2ca,Ara Indah Thai Food,Papaya Salad,Side,9.34,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m07,g2ca,Ara Indah Thai Food,Pineapple Fried Rice,Main,14.3,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m08,g2ca,Ara Indah Thai Food,Mango Sticky Rice,Dessert,11.98,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m09,g2ca,Ara Indah Thai Food,Green Curry Chicken,Main,15.66,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m10,g2ca,Ara Indah Thai Food,Pad Thai,Main,13.83,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m11,g2ca,Ara Indah Thai Food,Thai Basil Chicken Rice,Main,13.51,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m12,g2ca,Ara Indah Thai Food,Thai Milk Tea,Drink,6.32,synthetic,True,2026-04-23T01:40:03+00:00
g2ca-m13,g2ca,Ara Indah Thai Food,Lemongrass Drink,Drink,5.49,synthetic,True,2026-04-23T01:40:03+00:00
strb-m01,strb,Restoran Faizul Maju Signature,Nasi Lemak Ayam,Main,10.1,review_mention,True,2026-04-23T01:40:03+00:00
strb-m02,strb,Restoran Faizul Maju Signature,Plain Naan,Side,4.3,review_mention,True,2026-04-23T01:40:03+00:00
strb-m03,strb,Restoran Faizul Maju Signature,Mee Goreng Mamak,Main,10.4,review_mention,True,2026-04-23T01:40:03+00:00
strb-m04,strb,Restoran Faizul Maju Signature,Sirap Limau,Drink,4.3,synthetic,True,2026-04-23T01:40:03+00:00
strb-m05,strb,Restoran Faizul Maju Signature,Roti Canai Set,Main,7.19,synthetic,True,2026-04-23T01:40:03+00:00
strb-m06,strb,Restoran Faizul Maju Signature,Teh Tarik,Drink,3.36,synthetic,True,2026-04-23T01:40:03+00:00
strb-m07,strb,Restoran Faizul Maju Signature,Nasi Goreng Kampung,Main,10.33,synthetic,True,2026-04-23T01:40:03+00:00
strb-m08,strb,Restoran Faizul Maju Signature,Cendol,Dessert,5.76,synthetic,True,2026-04-23T01:40:03+00:00
strb-m09,strb,Restoran Faizul Maju Signature,Laksa,Main,11.86,synthetic,True,2026-04-23T01:40:03+00:00
strb-m10,strb,Restoran Faizul Maju Signature,Kuih Platter,Dessert,6.22,synthetic,True,2026-04-23T01:40:03+00:00
strb-m11,strb,Restoran Faizul Maju Signature,Char Kuey Teow,Main,12.6,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m01,gdxg,Daily Fresh,Cafe Latte,Drink,9.9,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m02,gdxg,Daily Fresh,Mocha,Drink,11.37,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m03,gdxg,Daily Fresh,Cheese Cake Slice,Dessert,11.77,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m04,gdxg,Daily Fresh,Brownie,Dessert,9.33,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m05,gdxg,Daily Fresh,Croissant,Pastry,8.24,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m06,gdxg,Daily Fresh,Iced Chocolate,Drink,9.07,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m07,gdxg,Daily Fresh,Americano,Drink,6.53,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m08,gdxg,Daily Fresh,Lemon Tea,Drink,5.59,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m09,gdxg,Daily Fresh,Cappuccino,Drink,9.33,synthetic,True,2026-04-23T01:40:03+00:00
gdxg-m10,gdxg,Daily Fresh,Mineral Water,Drink,2.48,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m01,n8qz,Boat Noodle | IPC Mall,Noodles,Main,14.58,review_mention,True,2026-04-23T01:40:03+00:00
n8qz-m02,n8qz,Boat Noodle | IPC Mall,Fried Rice,Main,12.15,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m03,n8qz,Boat Noodle | IPC Mall,Chocolate Cake,Dessert,10.76,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m04,n8qz,Boat Noodle | IPC Mall,Chicken Chop,Main,18.79,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m05,n8qz,Boat Noodle | IPC Mall,Seasonal Fruit,Dessert,8.14,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m06,n8qz,Boat Noodle | IPC Mall,Signature Rice Bowl,Main,14.29,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m07,n8qz,Boat Noodle | IPC Mall,Iced Lemon Tea,Drink,4.84,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m08,n8qz,Boat Noodle | IPC Mall,Soup of the Day,Side,8.98,synthetic,True,2026-04-23T01:40:03+00:00
n8qz-m09,n8qz,Boat Noodle | IPC Mall,Hot Coffee,Drink,5.94,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m01,vdgz,TS Delicious Food n Penang Fried Oyster,Kung Pao Chicken,Main,15.21,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m02,vdgz,TS Delicious Food n Penang Fried Oyster,Mapo Tofu,Main,15.76,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m03,vdgz,TS Delicious Food n Penang Fried Oyster,Sweet and Sour Chicken,Main,17.03,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m04,vdgz,TS Delicious Food n Penang Fried Oyster,Fried Rice,Main,12.01,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m05,vdgz,TS Delicious Food n Penang Fried Oyster,Wantan Mee,Main,12.05,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m06,vdgz,TS Delicious Food n Penang Fried Oyster,Dumplings,Side,8.74,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m07,vdgz,TS Delicious Food n Penang Fried Oyster,Spring Rolls,Side,7.71,synthetic,True,2026-04-23T01:40:03+00:00
vdgz-m08,vdgz,TS Delicious Food n Penang Fried Oyster,Mango Pudding,Dessert,8.7,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m01,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Chocolate Cake,Dessert,10.34,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m02,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Soup of the Day,Side,7.38,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m03,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Seasonal Fruit,Dessert,8.06,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m04,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Iced Lemon Tea,Drink,4.7,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m05,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Mixed Salad,Side,10.55,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m06,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Signature Rice Bowl,Main,13.04,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m07,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Noodles,Main,13.61,synthetic,True,2026-04-23T01:40:03+00:00
o4ql-m08,o4ql,Shihlin Taiwan Street Food (1 Utama Shopping Centre),Chicken Chop,Main,18.29,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m01,r99h,A1 Bistro,Nasi Goreng Kampung,Main,9.11,review_mention,True,2026-04-23T01:40:03+00:00
r99h-m02,r99h,A1 Bistro,Roti Canai Set,Main,7.21,review_mention,True,2026-04-23T01:40:03+00:00
r99h-m03,r99h,A1 Bistro,Nasi Lemak Ayam,Main,9.34,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m04,r99h,A1 Bistro,Sirap Limau,Drink,3.55,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m05,r99h,A1 Bistro,Cendol,Dessert,5.12,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m06,r99h,A1 Bistro,Mee Goreng Mamak,Main,8.83,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m07,r99h,A1 Bistro,Char Kuey Teow,Main,11.46,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m08,r99h,A1 Bistro,Teh Tarik,Drink,3.38,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m09,r99h,A1 Bistro,Kuih Platter,Dessert,6.17,synthetic,True,2026-04-23T01:40:03+00:00
r99h-m10,r99h,A1 Bistro,Laksa,Main,11.14,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m01,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Hot Coffee,Drink,5.59,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m02,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Noodles,Main,12.3,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m03,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Signature Rice Bowl,Main,13.86,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m04,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Iced Lemon Tea,Drink,4.9,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m05,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Soup of the Day,Side,8.18,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m06,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Chocolate Cake,Dessert,9.73,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m07,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Chicken Chop,Main,16.8,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m08,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Seasonal Fruit,Dessert,7.09,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m09,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Fried Rice,Main,11.28,synthetic,True,2026-04-23T01:40:03+00:00
qn22-m10,qn22,SS2 Goreng Pisang @ 1 Utama Shopping Mall,Mixed Salad,Side,9.21,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m01,n9wj,Domino's Pizza Section 14 Petaling Jaya,Tom Yum Seafood,Main,18.84,review_mention,True,2026-04-23T01:40:03+00:00
n9wj-m02,n9wj,Domino's Pizza Section 14 Petaling Jaya,Cola,Drink,4.68,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m03,n9wj,Domino's Pizza Section 14 Petaling Jaya,Sundae,Dessert,6.12,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m04,n9wj,Domino's Pizza Section 14 Petaling Jaya,Nuggets,Side,9.56,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m05,n9wj,Domino's Pizza Section 14 Petaling Jaya,Chicken Wrap,Main,13.78,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m06,n9wj,Domino's Pizza Section 14 Petaling Jaya,Apple Pie,Dessert,6.96,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m07,n9wj,Domino's Pizza Section 14 Petaling Jaya,Fried Chicken Combo,Main,16.77,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m08,n9wj,Domino's Pizza Section 14 Petaling Jaya,Cheeseburger Combo,Main,18.64,synthetic,True,2026-04-23T01:40:03+00:00
n9wj-m09,n9wj,Domino's Pizza Section 14 Petaling Jaya,French Fries,Side,6.92,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m01,spz5,The Fish Bowl @ 1 Utama,Chicken Chop,Main,16.42,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m02,spz5,The Fish Bowl @ 1 Utama,Chocolate Cake,Dessert,10.68,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m03,spz5,The Fish Bowl @ 1 Utama,Fried Rice,Main,13.5,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m04,spz5,The Fish Bowl @ 1 Utama,Hot Coffee,Drink,5.46,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m05,spz5,The Fish Bowl @ 1 Utama,Soup of the Day,Side,7.77,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m06,spz5,The Fish Bowl @ 1 Utama,Seasonal Fruit,Dessert,7.92,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m07,spz5,The Fish Bowl @ 1 Utama,Mixed Salad,Side,10.16,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m08,spz5,The Fish Bowl @ 1 Utama,Signature Rice Bowl,Main,15.56,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m09,spz5,The Fish Bowl @ 1 Utama,Noodles,Main,13.47,synthetic,True,2026-04-23T01:40:03+00:00
spz5-m10,spz5,The Fish Bowl @ 1 Utama,Iced Lemon Tea,Drink,5.09,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m01,p6gw,Senjyu 1 Utama,Sushi Platter,Main,26.61,review_mention,True,2026-04-23T01:40:03+00:00
p6gw-m02,p6gw,Senjyu 1 Utama,Fried Rice,Main,12.54,review_mention,True,2026-04-23T01:40:03+00:00
p6gw-m03,p6gw,Senjyu 1 Utama,Salmon Don,Main,22.99,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m04,p6gw,Senjyu 1 Utama,Udon Soup,Main,17.57,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m05,p6gw,Senjyu 1 Utama,Matcha Latte,Drink,8.26,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m06,p6gw,Senjyu 1 Utama,Chicken Katsu Don,Main,17.11,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m07,p6gw,Senjyu 1 Utama,Mochi Ice Cream,Dessert,9.63,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m08,p6gw,Senjyu 1 Utama,Ramen,Main,22.42,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m09,p6gw,Senjyu 1 Utama,Chicken Teriyaki,Main,17.81,synthetic,True,2026-04-23T01:40:03+00:00
p6gw-m10,p6gw,Senjyu 1 Utama,Agedashi Tofu,Side,8.06,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m01,ghv5,Nam Heong Ipoh @ 1 Utama,Char Kuey Teow,Main,12.49,review_mention,True,2026-04-23T01:40:03+00:00
ghv5-m02,ghv5,Nam Heong Ipoh @ 1 Utama,Nasi Lemak Ayam,Main,10.32,review_mention,True,2026-04-23T01:40:03+00:00
ghv5-m03,ghv5,Nam Heong Ipoh @ 1 Utama,Noodles,Main,13.12,review_mention,True,2026-04-23T01:40:03+00:00
ghv5-m04,ghv5,Nam Heong Ipoh @ 1 Utama,Wantan Mee,Main,11.38,review_mention,True,2026-04-23T01:40:03+00:00
ghv5-m05,ghv5,Nam Heong Ipoh @ 1 Utama,Mixed Salad,Side,10.55,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m06,ghv5,Nam Heong Ipoh @ 1 Utama,Iced Lemon Tea,Drink,4.84,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m07,ghv5,Nam Heong Ipoh @ 1 Utama,Fried Rice,Main,12.68,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m08,ghv5,Nam Heong Ipoh @ 1 Utama,Signature Rice Bowl,Main,15.0,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m09,ghv5,Nam Heong Ipoh @ 1 Utama,Chicken Chop,Main,18.57,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m10,ghv5,Nam Heong Ipoh @ 1 Utama,Hot Coffee,Drink,5.74,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m11,ghv5,Nam Heong Ipoh @ 1 Utama,Seasonal Fruit,Dessert,7.8,synthetic,True,2026-04-23T01:40:03+00:00
ghv5-m12,ghv5,Nam Heong Ipoh @ 1 Utama,Soup of the Day,Side,8.3,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m01,m9jh,Hotpot Kitchen @ 1 Utama,Noodles,Main,13.12,review_mention,True,2026-04-23T01:40:03+00:00
m9jh-m02,m9jh,Hotpot Kitchen @ 1 Utama,Fried Rice,Main,11.35,review_mention,True,2026-04-23T01:40:03+00:00
m9jh-m03,m9jh,Hotpot Kitchen @ 1 Utama,Grilled Chicken Chop,Main,20.37,review_mention,True,2026-04-23T01:40:03+00:00
m9jh-m04,m9jh,Hotpot Kitchen @ 1 Utama,Wantan Mee,Main,11.91,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m05,m9jh,Hotpot Kitchen @ 1 Utama,Chinese Tea,Drink,2.84,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m06,m9jh,Hotpot Kitchen @ 1 Utama,Steamed Fish Rice,Main,17.59,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m07,m9jh,Hotpot Kitchen @ 1 Utama,Kung Pao Chicken,Main,16.64,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m08,m9jh,Hotpot Kitchen @ 1 Utama,Spring Rolls,Side,7.96,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m09,m9jh,Hotpot Kitchen @ 1 Utama,Mapo Tofu,Main,15.25,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m10,m9jh,Hotpot Kitchen @ 1 Utama,Mango Pudding,Dessert,7.96,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m11,m9jh,Hotpot Kitchen @ 1 Utama,Sweet and Sour Chicken,Main,16.23,synthetic,True,2026-04-23T01:40:03+00:00
m9jh-m12,m9jh,Hotpot Kitchen @ 1 Utama,Dumplings,Side,9.58,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m01,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Ramen,Main,21.92,review_mention,True,2026-04-23T01:40:03+00:00
wjc1-m02,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,French Fries,Side,6.71,review_mention,True,2026-04-23T01:40:03+00:00
wjc1-m03,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Hot Coffee,Drink,5.46,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m04,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Seasonal Fruit,Dessert,7.32,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m05,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Fried Rice,Main,12.45,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m06,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Iced Lemon Tea,Drink,5.1,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m07,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Noodles,Main,13.12,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m08,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Mixed Salad,Side,9.82,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m09,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Signature Rice Bowl,Main,14.87,synthetic,True,2026-04-23T01:40:03+00:00
wjc1-m10,wjc1,Suki-Ya Tokyo Bowls & Noodles @ IPC Shopping Centre,Soup of the Day,Side,7.86,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m01,q2mn,Restaurant Lan Je (Kota Damansara),Chicken Chop,Main,18.08,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m02,q2mn,Restaurant Lan Je (Kota Damansara),Noodles,Main,14.07,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m03,q2mn,Restaurant Lan Je (Kota Damansara),Seasonal Fruit,Dessert,7.32,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m04,q2mn,Restaurant Lan Je (Kota Damansara),Iced Lemon Tea,Drink,5.43,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m05,q2mn,Restaurant Lan Je (Kota Damansara),Fried Rice,Main,11.82,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m06,q2mn,Restaurant Lan Je (Kota Damansara),Chocolate Cake,Dessert,10.45,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m07,q2mn,Restaurant Lan Je (Kota Damansara),Hot Coffee,Drink,5.72,synthetic,True,2026-04-23T01:40:03+00:00
q2mn-m08,q2mn,Restaurant Lan Je (Kota Damansara),Soup of the Day,Side,8.05,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m01,ppl5,Hungry Bacon,French Fries,Side,6.61,review_mention,True,2026-04-23T01:40:03+00:00
ppl5-m02,ppl5,Hungry Bacon,Noodles,Main,13.11,review_mention,True,2026-04-23T01:40:03+00:00
ppl5-m03,ppl5,Hungry Bacon,Tteokbokki,Main,15.85,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m04,ppl5,Hungry Bacon,Korean Fried Chicken,Main,21.34,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m05,ppl5,Hungry Bacon,Seaweed Soup,Side,6.15,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m06,ppl5,Hungry Bacon,Bingsu,Dessert,14.3,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m07,ppl5,Hungry Bacon,Bibimbap,Main,17.42,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m08,ppl5,Hungry Bacon,Kimchi Fried Rice,Main,16.09,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m09,ppl5,Hungry Bacon,Bulgogi Beef Set,Main,24.74,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m10,ppl5,Hungry Bacon,Citron Tea,Drink,5.57,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m11,ppl5,Hungry Bacon,Kimchi,Side,5.32,synthetic,True,2026-04-23T01:40:03+00:00
ppl5-m12,ppl5,Hungry Bacon,Army Stew,Main,26.36,synthetic,True,2026-04-23T01:40:03+00:00
d9fb-m01,d9fb,Nasi Kandar Penang Road,Nasi Goreng Kampung,Main,11.35,review_mention,True,2026-04-23T01:40:03+00:00
d9fb-m02,d9fb,Nasi Kandar Penang Road,Plain Naan,Side,4.16,review_mention,True,2026-04-23T01:40:03+00:00
d9fb-m03,d9fb,Nasi Kandar Penang Road,Mee Goreng Mamak,Main,10.01,review_mention,True,2026-04-23T01:40:03+00:00
d9fb-m04,d9fb,Nasi Kandar Penang Road,Nasi Lemak Ayam,Main,11.22,review_mention,True,2026-04-23T01:40:03+00:00
d9fb-m05,d9fb,Nasi Kandar Penang Road,Cendol,Dessert,6.69,synthetic,True,2026-04-23T01:40:03+00:00
d9fb-m06,d9fb,Nasi Kandar Penang Road,Kuih Platter,Dessert,6.77,synthetic,True,2026-04-23T01:40:03+00:00
