store_id,name,food_type,avg_rating,google_search_query,google_place_id,google_formatted_address,google_business_status,google_price_level,google_price_tier,google_lat,google_lng,google_website,google_phone,google_types_json,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json,operating_hours_source
c3wv,Ming Kee Porridge SS2,porridge,4.7,"mk porridge( ss2), Petaling Jaya, Malaysia",ChIJ2zisGZFJzDERYbTEY-pP8dA,"61, Jalan SS2/64, SS2, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1198015,101.6213137,https://www.facebook.com/mingkeeporridge/,03-7865 7768,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 9:30 PM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,11:00 AM 12:00 AM,"{""Monday"": ""11:00 AM 9:30 PM"", ""Tuesday"": ""11:00 AM 12:00 AM"", ""Wednesday"": ""11:00 AM 12:00 AM"", ""Thursday"": ""11:00 AM 12:00 AM"", ""Friday"": ""11:00 AM 12:00 AM"", ""Saturday"": ""11:00 AM 12:00 AM"", ""Sunday"": ""11:00 AM 12:00 AM""}",google_places
t2ob,The Soybean Factory SS2 Petaling Jaya,healthy,4.7,"the soybean factory (ss2), Petaling Jaya, Malaysia",ChIJpbIKydNJzDER9XRYdpozNZU,"61-8G, Jalan SS2/75, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1207275,101.6216254,https://www.instagram.com/thesoybeanfactory/?hl=en,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,12:00 11:00 PM,"{""Monday"": ""12:00 11:00 PM"", ""Tuesday"": ""12:00 11:00 PM"", ""Wednesday"": ""12:00 11:00 PM"", ""Thursday"": ""12:00 11:00 PM"", ""Friday"": ""12:00 11:00 PM"", ""Saturday"": ""12:00 11:00 PM"", ""Sunday"": ""12:00 11:00 PM""}",google_places
n2yi,Pizza Hut TTDI,pizza,4.6,"pizza hut (ttdi), Petaling Jaya, Malaysia",ChIJv8D1bjpJzDER44IL59XEiTo,"Ground 45, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,2,mid,3.1390246,101.6280913,http://www.pizzahut.com.my/,1-300-88-2525,"[""establishment"", ""food"", ""meal_takeaway"", ""point_of_interest"", ""restaurant""]",10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 12:00 AM,10:00 AM 12:00 AM,10:00 AM 12:00 AM,"{""Monday"": ""10:00 AM 11:00 PM"", ""Tuesday"": ""10:00 AM 11:00 PM"", ""Wednesday"": ""10:00 AM 11:00 PM"", ""Thursday"": ""10:00 AM 11:00 PM"", ""Friday"": ""10:00 AM 12:00 AM"", ""Saturday"": ""10:00 AM 12:00 AM"", ""Sunday"": ""10:00 AM 12:00 AM""}",google_places
s3rj,KREATE @ KPJ Damansara,seafood,4.8,"kreate cafe kpj damansara, Petaling Jaya, Malaysia",ChIJqTxTfSlJzDERTlf72K5PCHY,"119, Jalan SS 20/10, Damansara Utama, 47400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1373783,101.6275419,https://kreate.cafe/,03-7732 1022,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,8:00 AM 8:00 PM,"{""Monday"": ""8:00 AM 8:00 PM"", ""Tuesday"": ""8:00 AM 8:00 PM"", ""Wednesday"": ""8:00 AM 8:00 PM"", ""Thursday"": ""8:00 AM 8:00 PM"", ""Friday"": ""8:00 AM 8:00 PM"", ""Saturday"": ""8:00 AM 8:00 PM"", ""Sunday"": ""8:00 AM 8:00 PM""}",google_places
q4eg,Daboba Seremban 2,bubble tea,4.7,"daboba 熊黑堂 (ss 2), Petaling Jaya, Malaysia",ChIJx4DGJHfnzTER7GgEHgJrtd0,"Ground Floor, Seksyen B, 282, Jalan S2 B12, Seremban 2, 70300 Seremban, Negeri Sembilan, Malaysia",OPERATIONAL,-1,,2.694644,101.9118862,https://www.facebook.com/dabobaseremban,,"[""cafe"", ""establishment"", ""food"", ""point_of_interest""]",11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 11:30 PM,11:00 AM 11:30 PM,11:00 AM 10:30 PM,"{""Monday"": ""11:00 AM 10:30 PM"", ""Tuesday"": ""11:00 AM 10:30 PM"", ""Wednesday"": ""11:00 AM 10:30 PM"", ""Thursday"": ""11:00 AM 10:30 PM"", ""Friday"": ""11:00 AM 11:30 PM"", ""Saturday"": ""11:00 AM 11:30 PM"", ""Sunday"": ""11:00 AM 10:30 PM""}",google_places
bnh6,Sate Hut Kelana Jaya,satay,4.7,"sate hut (kelana jaya), Petaling Jaya, Malaysia",ChIJo3JV5hZNzDERn0PP3G6AzZU,"H-G-01, Jalan SS 6/16a, Dataran Glomac, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.103495,101.5995127,https://satehut2020.beepit.com/,010-872 9211,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,"{""Monday"": ""8:00 AM 11:00 PM"", ""Tuesday"": ""8:00 AM 11:00 PM"", ""Wednesday"": ""8:00 AM 11:00 PM"", ""Thursday"": ""8:00 AM 11:00 PM"", ""Friday"": ""8:00 AM 11:00 PM"", ""Saturday"": ""8:00 AM 11:00 PM"", ""Sunday"": ""8:00 AM 11:00 PM""}",google_places
s0qv,Homst TTDI (Chinese Muslim Restaurant),malaysian,4.6,"homst (ttdi), Petaling Jaya, Malaysia",ChIJRwvFCTBJzDERYYnajnZPA9Q,"No. 34 & 36, Persiaran Zaaba, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,2,mid,3.1418115,101.627455,http://www.homst.com.my/,012-570 0342,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,11:00 AM 10:30 PM,3:00 11:00 PM,11:30 AM 11:00 PM,11:30 AM 11:00 PM,"{""Monday"": ""11:00 AM 10:30 PM"", ""Tuesday"": ""11:00 AM 10:30 PM"", ""Wednesday"": ""11:00 AM 10:30 PM"", ""Thursday"": ""11:00 AM 10:30 PM"", ""Friday"": ""3:00 11:00 PM"", ""Saturday"": ""11:30 AM 11:00 PM"", ""Sunday"": ""11:30 AM 11:00 PM""}",google_places
cujf,K.T.Z Food,chinese,4.4,"k.t.z. food ss2, Petaling Jaya, Malaysia",ChIJS0GzLFJJzDERJ348649H-QU,"22, Jalan SS 2/63, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1185809,101.6223432,https://linktr.ee/ktzfood,012-238 2188,"[""establishment"", ""food"", ""meal_delivery"", ""point_of_interest"", ""store""]",12:30 PM 12:00 AM,12:30 PM 12:00 AM,12:30 PM 12:00 AM,12:30 PM 12:00 AM,12:30 PM 12:00 AM,12:30 PM 12:00 AM,12:30 PM 12:00 AM,"{""Monday"": ""12:30 PM 12:00 AM"", ""Tuesday"": ""12:30 PM 12:00 AM"", ""Wednesday"": ""12:30 PM 12:00 AM"", ""Thursday"": ""12:30 PM 12:00 AM"", ""Friday"": ""12:30 PM 12:00 AM"", ""Saturday"": ""12:30 PM 12:00 AM"", ""Sunday"": ""12:30 PM 12:00 AM""}",google_places
yaqq,Restoran Kelate Original,chicken,4.5,"restoran kelate original, Petaling Jaya, Malaysia",ChIJ_9h-9XNPzDERCvBUq61Zfss,"Seksyen 8, 64, Jalan Pekaka 8/3, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1764969,101.5757607,https://www.instagram.com/restorankelateoriginal,019-213 0900,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,Closed,7:00 AM 5:00 PM,"{""Monday"": ""7:00 AM 5:00 PM"", ""Tuesday"": ""7:00 AM 5:00 PM"", ""Wednesday"": ""7:00 AM 5:00 PM"", ""Thursday"": ""7:00 AM 5:00 PM"", ""Friday"": ""7:00 AM 5:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""7:00 AM 5:00 PM""}",google_places
vle3,Anmour Cafe SS2 PJ,asian,4.6,"anmour cafe (ss2), Petaling Jaya, Malaysia",ChIJTamQCfRJzDER9fLtuD_ejmc,"25G, Jalan SS2/75, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.119516,101.6230772,http://www.anmourcafe.com/,03-7865 5677,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
n7cb,Sabah Chilli Pan Mee SS2,noodles,4.4,"sabah chili pan mee ss2, Petaling Jaya, Malaysia",ChIJVbdplx1HzDERT3yy8ic6_l4,"18, Jalan SS 2/63, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1184551,101.6224778,https://www.facebook.com/sabahchillipanmee/,010-364 3398,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
jy1n,KTZ Food Xprezz,asian,4.7,"k.t.z. food xprezz (ss2), Petaling Jaya, Malaysia",ChIJO1fhLWVJzDERcD_6ZqPenNo,"28, Jalan SS 2/63, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1187624,101.6221694,https://linktr.ee/ktzfoodxprezz,011-5503 1453,"[""establishment"", ""food"", ""meal_delivery"", ""meal_takeaway"", ""point_of_interest"", ""restaurant""]","11:30 AM 3:00 PM, 5:00 9:30 PM","11:30 AM 3:00 PM, 5:00 9:30 PM","11:30 AM 3:00 PM, 5:00 9:30 PM","11:30 AM 3:00 PM, 5:00 9:30 PM","11:30 AM 3:00 PM, 5:00 9:30 PM","11:30 AM 3:00 PM, 5:00 9:30 PM","11:30 AM 3:00 PM, 5:00 9:30 PM","{""Monday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM"", ""Tuesday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM"", ""Wednesday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM"", ""Thursday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM"", ""Friday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM"", ""Saturday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM"", ""Sunday"": ""11:30 AM 3:00 PM, 5:00 9:30 PM""}",google_places
o3xl,Restoran Al Fariz Maju,roti canai,4.6,"restoran al fariz maju (kelana jaya), Petaling Jaya, Malaysia",ChIJD56ClRBMzDERgGmJ1TAEuVk,"C-G, 02, Jalan SS 6/20, Dataran Glomac, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1024702,101.6002019,https://www.facebook.com/p/Al-Fariz-Maju-Kelana-Jaya-100054281871103/,016-263 0095,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
xnqr,Sushi Plus PJ SS2,japanese,4.4,"sushi plus, Petaling Jaya, Malaysia",ChIJ-accZElJzDERELX86Gcg20k,"26, Jalan SS 2/67, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1194463,101.6225391,https://www.sushiplus2020.com/,010-668 5528,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,"{""Monday"": ""10:30 AM 10:00 PM"", ""Tuesday"": ""10:30 AM 10:00 PM"", ""Wednesday"": ""10:30 AM 10:00 PM"", ""Thursday"": ""10:30 AM 10:00 PM"", ""Friday"": ""10:30 AM 10:00 PM"", ""Saturday"": ""10:30 AM 10:00 PM"", ""Sunday"": ""10:30 AM 10:00 PM""}",google_places
n6zy,Restoran Nasi Kandar Penang Town,indian,4.5,"restoran nasi kandar penang town, Petaling Jaya, Malaysia",ChIJvWUTp8dNzDERNGrKb0ucSTU,"A-12, A-12, Jalan SS 6/5a, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1018602,101.5994747,https://www.google.com/maps/place/?q=place_id:ChIJvWUTp8dNzDERNGrKb0ucSTU,03-7886 7786,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
egew,Taco Bell Taman Tun Dr Ismail,chicken,4.4,"taco bell (ttdi), Petaling Jaya, Malaysia",ChIJiRVRwMVJzDERSpj-zamz4Jk,"24, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",CLOSED_PERMANENTLY,-1,,3.1398918,101.628794,https://tacobell.com.my/,03-2333 0469,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
ira5,XLL Malahotpot SS2,asian,4.4,"xll malahotpot restaurant香辣辣麻辣香锅 (ss2), Petaling Jaya, Malaysia",ChIJT8nMrixJzDEROsftbwICAcM,"8, Jalan SS 2/67, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.118979200000001,101.6230718,https://www.google.com/maps/place/?q=place_id:ChIJT8nMrixJzDEROsftbwICAcM,012-487 5900,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 10:40 PM,11:00 AM 10:40 PM,11:00 AM 10:40 PM,11:00 AM 10:40 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,11:00 AM 11:00 PM,"{""Monday"": ""11:00 AM 10:40 PM"", ""Tuesday"": ""11:00 AM 10:40 PM"", ""Wednesday"": ""11:00 AM 10:40 PM"", ""Thursday"": ""11:00 AM 10:40 PM"", ""Friday"": ""11:00 AM 11:00 PM"", ""Saturday"": ""11:00 AM 11:00 PM"", ""Sunday"": ""11:00 AM 11:00 PM""}",google_places
y9ag,SK Maju SS2,roti canai,4.6,"restoran sk maju (ss2), Petaling Jaya, Malaysia",ChIJKYGjlU9JzDERBPm_azWUcFs,"92, Jalan SS 2/60, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1173315,101.6226477,https://www.google.com/maps/place/?q=place_id:ChIJKYGjlU9JzDERBPm_azWUcFs,03-7865 1556,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
l3ps,Goreng Pisang Kak Ita TTDI,cakes,4.6,"pisang goreng ttdi ii, Petaling Jaya, Malaysia",ChIJG9_-OBlJzDERqdBaRRdzS_w,"153b, Jln Aminuddin Baki, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,-1,,3.1533926,101.6222821,https://www.google.com/maps/place/?q=place_id:ChIJG9_-OBlJzDERqdBaRRdzS_w,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 5:30 PM,11:30 AM 5:30 PM,11:30 AM 5:30 PM,11:30 AM 5:30 PM,Closed,11:30 AM 5:30 PM,11:30 AM 5:30 PM,"{""Monday"": ""11:00 AM 5:30 PM"", ""Tuesday"": ""11:30 AM 5:30 PM"", ""Wednesday"": ""11:30 AM 5:30 PM"", ""Thursday"": ""11:30 AM 5:30 PM"", ""Friday"": ""Closed"", ""Saturday"": ""11:30 AM 5:30 PM"", ""Sunday"": ""11:30 AM 5:30 PM""}",google_places
ubyw,Tang Pin Kitchen Restaurant | Restoran Tang Pin Kitchen,chinese,4.6,"tang pin kitchen (petaling jaya), Petaling Jaya, Malaysia",ChIJP7k68FVJzDERISNiwNAVJhs,"24, Jalan SS 2/24, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1134835,101.6206513,https://www.facebook.com/pages/Tang%20Pin%20Kitchen/126979190696315/,03-7865 9958,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,8:00 AM 10:00 PM,"{""Monday"": ""8:00 AM 10:00 PM"", ""Tuesday"": ""8:00 AM 10:00 PM"", ""Wednesday"": ""8:00 AM 10:00 PM"", ""Thursday"": ""8:00 AM 10:00 PM"", ""Friday"": ""8:00 AM 10:00 PM"", ""Saturday"": ""8:00 AM 10:00 PM"", ""Sunday"": ""8:00 AM 10:00 PM""}",google_places
subk,Mama Mee Yexiao Canteen @ PJ SS2,chinese,4.2,"yexiao canteen 夜宵食堂 (ss2) [non-halal], Petaling Jaya, Malaysia",ChIJlVZjwvBJzDERUB54T7AWJ8A,"54, Jalan SS 2/72, Seksyen 19, 47300 Petaling Jaya, Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1191683,101.6258921,https://www.google.com/maps/place/?q=place_id:ChIJlVZjwvBJzDERUB54T7AWJ8A,013-230 5266,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
q6cn,"US PIZZA - SS2, Petaling Jaya",pizza,4.5,"us pizza (ss2), Petaling Jaya, Malaysia",ChIJD0c21ElJzDERC1U-TbCYoq4,"1, Jalan SS 2/30, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1127443,101.6204402,https://www.uspizza.my/,03-7866 0241,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:30 AM 2:00 AM,10:30 AM 2:00 AM,10:30 AM 2:00 AM,10:30 AM 2:00 AM,10:30 AM 2:00 AM,10:30 AM 2:00 AM,10:30 AM 2:00 AM,"{""Monday"": ""10:30 AM 2:00 AM"", ""Tuesday"": ""10:30 AM 2:00 AM"", ""Wednesday"": ""10:30 AM 2:00 AM"", ""Thursday"": ""10:30 AM 2:00 AM"", ""Friday"": ""10:30 AM 2:00 AM"", ""Saturday"": ""10:30 AM 2:00 AM"", ""Sunday"": ""10:30 AM 2:00 AM""}",google_places
brpd,"Marshalls Co - SS2, Petaling Jaya",chicken,4.5,"marshall's co (ss2), Petaling Jaya, Malaysia",ChIJNT_CRvtJzDERKl918VXkwEM,"131, Jalan SS2/24, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1151407,101.6214267,https://www.google.com/maps/place/?q=place_id:ChIJNT_CRvtJzDERKl918VXkwEM,03-7866 0241,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,10:30 AM 10:00 PM,"{""Monday"": ""10:30 AM 10:00 PM"", ""Tuesday"": ""10:30 AM 10:00 PM"", ""Wednesday"": ""10:30 AM 10:00 PM"", ""Thursday"": ""10:30 AM 10:00 PM"", ""Friday"": ""10:30 AM 10:00 PM"", ""Saturday"": ""10:30 AM 10:00 PM"", ""Sunday"": ""10:30 AM 10:00 PM""}",google_places
pfyp,COOX HQ,chicken,4.3,"daporlah (coox, glo damansara), Petaling Jaya, Malaysia",ChIJl0eHT4RPzDER1EfP8b8Vj-c,"WORQ, Lot 3A-01A, Level 3A, Glo Damansara Shopping Mall, 699, Jln Damansara, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,-1,,3.1338564,101.6299164,https://coox.asia/,012-298 7851,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",9:00 AM 6:00 PM,9:00 AM 6:00 PM,9:00 AM 6:00 PM,9:00 AM 6:00 PM,9:00 AM 6:00 PM,Closed,Closed,"{""Monday"": ""9:00 AM 6:00 PM"", ""Tuesday"": ""9:00 AM 6:00 PM"", ""Wednesday"": ""9:00 AM 6:00 PM"", ""Thursday"": ""9:00 AM 6:00 PM"", ""Friday"": ""9:00 AM 6:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",google_places
h0bd,Little Bentong Street @ Hainanese Cafe | Restoran Little Bentong Street @ Hainanese Cafe,malaysian,4.4,"little bentong street hainanese cafe 文冬为食街海南餐厅, Petaling Jaya, Malaysia",ChIJjeK_S8lJzDERcmrJesJ2EGM,"No 56, Jalan ss2/24, SS 2, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1144487,101.6214448,https://www.google.com/maps/place/?q=place_id:ChIJjeK_S8lJzDERcmrJesJ2EGM,012-718 7298,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 3:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,"{""Monday"": ""7:00 AM 9:00 PM"", ""Tuesday"": ""7:00 AM 9:00 PM"", ""Wednesday"": ""7:00 AM 9:00 PM"", ""Thursday"": ""7:00 AM 3:00 PM"", ""Friday"": ""7:00 AM 9:00 PM"", ""Saturday"": ""7:00 AM 9:00 PM"", ""Sunday"": ""7:00 AM 9:00 PM""}",google_places
kqyd,Boran Seapark | Classic Thai Street Food,asian,4.6,"boran classic thai street food (seapark), Petaling Jaya, Malaysia",ChIJR-jlS_xLzDERMmLJqL21nVE,"25 G, Jalan 21/11a, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.110259,101.6231121,http://www.facebook.com/boranthaifood,03-7863 0681,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:45 AM 9:30 PM,10:45 AM 9:30 PM,10:45 AM 9:30 PM,10:45 AM 9:30 PM,10:45 AM 9:30 PM,10:45 AM 9:30 PM,10:45 AM 9:30 PM,"{""Monday"": ""10:45 AM 9:30 PM"", ""Tuesday"": ""10:45 AM 9:30 PM"", ""Wednesday"": ""10:45 AM 9:30 PM"", ""Thursday"": ""10:45 AM 9:30 PM"", ""Friday"": ""10:45 AM 9:30 PM"", ""Saturday"": ""10:45 AM 9:30 PM"", ""Sunday"": ""10:45 AM 9:30 PM""}",google_places
ai4z,Kanna Curry House Restaurant,indian,4.5,"kanna curry house (pj17), Petaling Jaya, Malaysia",ChIJTVpgUlpJzDERRdqByAB-IlQ,"29, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1197956,101.6298809,https://www.kannacurryhouse.com.my/,03-7958 4814,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 2:30 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,7:00 AM 9:00 PM,"{""Monday"": ""7:00 AM 9:00 PM"", ""Tuesday"": ""7:00 AM 9:00 PM"", ""Wednesday"": ""7:00 AM 2:30 PM"", ""Thursday"": ""7:00 AM 9:00 PM"", ""Friday"": ""7:00 AM 9:00 PM"", ""Saturday"": ""7:00 AM 9:00 PM"", ""Sunday"": ""7:00 AM 9:00 PM""}",google_places
ynq9,Pasta Ohsem & Purple Monkey Seapark,pasta,4.6,"pasta ohsem (seapark), Petaling Jaya, Malaysia",ChIJEz833FRJzDERyHKfjSvILq8,"21, Jalan 21/11a, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1101615,101.6230547,https://www.purplemonkey.com.my/,012-882 0359,"[""bakery"", ""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,10:00 AM 11:00 PM,"{""Monday"": ""10:00 AM 11:00 PM"", ""Tuesday"": ""10:00 AM 11:00 PM"", ""Wednesday"": ""10:00 AM 11:00 PM"", ""Thursday"": ""10:00 AM 11:00 PM"", ""Friday"": ""10:00 AM 11:00 PM"", ""Saturday"": ""10:00 AM 11:00 PM"", ""Sunday"": ""10:00 AM 11:00 PM""}",google_places
y88h,myBurgerLab Seapark,burgers,4.8,"myburgerlab (seapark), Petaling Jaya, Malaysia",ChIJRTTZ0f1LzDERBRxflwXe0ak,"14, Jalan 21/22, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1108203,101.6221753,http://myburgerlab.com/,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,11:00 AM 9:30 PM,"{""Monday"": ""11:00 AM 9:30 PM"", ""Tuesday"": ""11:00 AM 9:30 PM"", ""Wednesday"": ""11:00 AM 9:30 PM"", ""Thursday"": ""11:00 AM 9:30 PM"", ""Friday"": ""11:00 AM 9:30 PM"", ""Saturday"": ""11:00 AM 9:30 PM"", ""Sunday"": ""11:00 AM 9:30 PM""}",google_places
